verb,,active,passive,verb,bad,exclude,match
"serve (i.e., be enough food for)",1196,The dish served five guests.  ,Five guests were served by the dish.,"serve (i.e., be enough food for)",,,True
"serve (i.e., be enough food for)",1197,The meal served three people.  ,Three people were served by the meal.,"serve (i.e., be enough food for)",,,True
sew,457,The student sewed a doll dress.,A doll dress was sewn by the student.,sew,,,True
sew,451,The grandmother sewed a quilt.,A quilt was sewn by the grandmother.,sew,,,True
sew,455,The designer sewed a jacket.,A jacket was sewn by the designer.,sew,,,True
sew,456,The woman sewed the curtains.,The curtains were sewn by the woman.,sew,,,True
sew,450,The tailor sewed a dress.,A dress was sewn by the tailor.,sew,,,True
shadow,3174,The journalist shadowed the politician.  ,The politician was shadowed by the journalist.,shadow,,,True
shadow,914,The dog shadowed its owner.  ,Its owner was shadowed by the dog.,shadow,,,True
shadow,913,The student shadowed a class.  ,A class was shadowed by the student.,shadow,,,True
shadow,3173,The photographer shadowed the event.  ,The event was shadowed by the photographer.,shadow,,,True
shadow,912,The child shadowed his parent.  ,His parent was shadowed by the child.,shadow,,,True
shake,277,The earthquake shook the buildings.  ,The buildings were shaken by the earthquake.,shake,,,True
shake,271,The player shook the opponent.  ,The opponent was shaken by the player.,shake,,,True
shake,275,The comedian shook the audience.  ,The audience was shaken by the comedian.,shake,,,True
shake,276,The artist shook the paint can.  ,The paint can was shaken by the artist.,shake,,,True
shake,270,The child shook a bottle.  ,A bottle was shaken by the child.,shake,,,True
shatter,2070,The hammer shattered the tile.,The tile was shattered by the hammer.,shatter,,,True
shatter,2064,The artist shattered the sculpture.,The sculpture was shattered by the artist.,shatter,,,True
shatter,2068,The wind shattered the branches.,The branches were shattered by the wind.,shatter,,,True
shatter,2069,The crowd shattered the silence.,The silence was shattered by the crowd.,shatter,,,True
shatter,2063,A storm shattered the window.,The window was shattered by a storm.,shatter,,,True
shock,3531,The announcement shocked the employees.,The employees were shocked by the announcement.,shock,,,True
shock,3525,The unexpected event shocked everyone.,The unexpected event was shocked by everyone.,shock,,,True
shock,3529,The storm shocked the residents.,The residents were shocked by the storm.,shock,,,True
shock,3530,The criticism shocked the artist.,The artist was shocked by the criticism.,shock,,,True
shock,3524,The performance shocked the audience.,The audience was shocked by the performance.,shock,,,True
shoot,2677,The marksman shot the clay pigeon.,The clay pigeon was shot by the marksman.,shoot,,,True
shoot,812,The crew shot a film.,A film was shot by the crew.,shoot,,,True
shoot,2675,The soldier shot the target.,The target was shot by the soldier.,shoot,,,True
shoot,2676,A child shot the water gun.,The water gun was shot by a child.,shoot,,,True
shoot,811,The hunter shot a deer.,A deer was shot by the hunter.,shoot,,,True
shout,586,The soldier shouted an order.,An order was shouted by the soldier.,shout,,,True
shout,580,The crowd shouted their support.,Their support was shouted by the crowd.,shout,,,True
shout,584,The fans shouted encouragement.,Encouragement was shouted by the fans.,shout,,,True
shout,585,The parent shouted a response.,A response was shouted by the parent.,shout,,,True
shout,579,A child shouted a name.,A name was shouted by a child.,shout,,,True
shove,2432,The waiter shoved the plates.,The plates were shoved by the waiter.,shove,,,True
shove,2426,The crowd shoved the barrier.,The barrier was shoved by the crowd.,shove,,,True
shove,2430,The teammate shoved the rival.,The rival was shoved by the teammate.,shove,,,True
shove,2431,An artist shoved the canvas.,The canvas was shoved by an artist.,shove,,,True
shove,2425,A player shoved the opponent.,The opponent was shoved by a player.,shove,,,True
shovel,1395,The maintenance worker shoveled the asphalt.,The asphalt was shoveled by the maintenance worker.,shovel,,,True
shovel,1389,The gardener shoveled the mulch.,The mulch was shoveled by the gardener.,shovel,,,True
shovel,1393,The volunteers shoveled the sand.,The sand was shoveled by the volunteers.,shovel,,,True
shovel,1394,The contractor shoveled the concrete.,The concrete was shoveled by the contractor.,shovel,,,True
shovel,1388,A child shoveled the dirt.,The dirt was shoveled by a child.,shovel,,,True
sicken,934,A strong odor sickened the guests.,The guests were sickened by a strong odor.,sicken,,,True
sicken,3533,The news sickened the audience.,The audience was sickened by the news.,sicken,,,True
sicken,3534,The movie sickened the viewers.,The viewers were sickened by the movie.,sicken,,,True
sign,1781,The musician signed the record.,The record was signed by the musician.,sign,,,True
sign,1775,The child signed her name.,Her name was signed by the child.,sign,,,True
sign,1779,The author signed the books.,The books were signed by the author.,sign,,,True
sign,1780,The official signed the document.,The document was signed by the official.,sign,,,True
sign,1774,The artist signed the painting.,The painting was signed by the artist.,sign,,,True
sing,534,The crowd sang the chorus.,The chorus was sung by the crowd.,sing,,,True
sing,528,The performer sang a ballad.,A ballad was sung by the performer.,sing,,,True
sing,532,The lady sang a lullaby.,A lullaby was sung by the lady.,sing,,,True
sing,533,The band sang a melody.,A melody was sung by the band.,sing,,,True
sing,527,The children sang a song.,A song was sung by the children.,sing,,,True
sip,1940,The artist sipped the smoothie.,The smoothie was sipped by the artist.,sip,,,True
sip,1934,The student sipped the coffee.,The coffee was sipped by the student.,sip,,,True
sip,1938,The athlete sipped the energy drink.,The energy drink was sipped by the athlete.,sip,,,True
sip,1939,The guest sipped the champagne.,The champagne was sipped by the guest.,sip,,,True
sip,1933,The chef sipped the soup.,The soup was sipped by the chef.,sip,,,True
sketch,1782,The visitor sketched the scenery.,The scenery was sketched by the visitor.,sketch,,,True
sketch,399,The teacher sketched a diagram.,A diagram was sketched by the teacher.,sketch,,,True
sketch,403,The author sketched a character.,A character was sketched by the author.,sketch,,,True
sketch,404,The painter sketched an idea.,An idea was sketched by the painter.,sketch,,,True
sketch,398,The student sketched a landscape.,A landscape was sketched by the student.,sketch,,,True
slap,2482,The actor slapped the script.,The script was slapped by the actor.,slap,,,True
slap,2476,The child slapped the mosquito.,The mosquito was slapped by the child.,slap,,,True
slap,2475,The boxer slapped the opponent.,The opponent was slapped by the boxer.,slap,,,True
slap,2481,The comedian slapped the stage.,The stage was slapped by the comedian.,slap,,,True
slap,2474,The teacher slapped the desk.,The desk was slapped by the teacher.,slap,,,True
slay,896,The wizard slayed the sorceress.  ,The sorceress was slain by the wizard.,slay,,,True
slay,236,The hero slayed the monster.  ,The monster was slayed by the hero.,slay,,,False
slay,235,The warrior slayed the beast.  ,The beast was slayed by the warrior.,slay,,,False
slay,240,The knight slayed the giant.  ,The giant was slayed by the knight.,slay,,,False
slay,234,The knight slayed the dragon.  ,The dragon was slayed by the knight.,slay,,,False
"sleep (i.e., hold enough sleeping space for)",1206,The platform slept a large family.,A large family was slept by the platform.,"sleep (i.e., hold enough sleeping space for)",,,True
"sleep (i.e., hold enough sleeping space for)",1200,The cabin slept six visitors.,Six visitors were slept by the cabin.,"sleep (i.e., hold enough sleeping space for)",,,True
"sleep (i.e., hold enough sleeping space for)",1204,The loft slept seven workers.,Seven workers were slept by the loft.,"sleep (i.e., hold enough sleeping space for)",,,True
"sleep (i.e., hold enough sleeping space for)",1205,The air mattress slept one adult.,One adult was slept by the air mattress.,"sleep (i.e., hold enough sleeping space for)",,,True
"sleep (i.e., hold enough sleeping space for)",1199,The couch slept four guests.,Four guests were slept by the couch.,"sleep (i.e., hold enough sleeping space for)",,,True
slice,1664,The artist sliced the canvas.,The canvas was sliced by the artist.,slice,,,True
slice,1660,The student sliced the paper.,The paper was sliced by the student.,slice,,,True
slice,1659,The waiter sliced the cake.,The cake was sliced by the waiter.,slice,,,True
slice,1658,The chef sliced the bread.,The bread was sliced by the chef.,slice,,,True
slice,1662,A parent sliced the apple.,The apple was sliced by a parent.,slice,,,True
slurp,1949,An athlete slurped the protein shake.,The protein shake was slurped by an athlete.,slurp,,,True
slurp,1943,The boy slurped the noodles.,The noodles were slurped by the boy.,slurp,,,True
slurp,1947,The girl slurped the smoothie.,The smoothie was slurped by the girl.,slurp,,,True
slurp,1948,The toddler slurped the juice.,The juice was slurped by the toddler.,slurp,,,True
slurp,1942,The cat slurped the milk.,The milk was slurped by the cat.,slurp,,,True
smash,2079,The workers smashed the concrete.  ,The concrete was smashed by the workers.,smash,,,True
smash,2073,The storm smashed the porch.  ,The porch was smashed by the storm.,smash,,,True
smash,2077,The crowd smashed the piñata.  ,The piñata was smashed by the crowd.,smash,,,True
smash,2078,The toddler smashed the toy.  ,The toy was smashed by the toddler.,smash,,,True
smash,2072,The team smashed the previous record.  ,The previous record was smashed by the team.,smash,,,True
smell,3681,The artist smelled the paint.,The paint was smelled by the artist.,smell,,,True
smell,3675,The chef smelled the broth.,The broth was smelled by the chef.,smell,,,True
smell,3679,The teacher smelled the paper.,The paper was smelled by the teacher.,smell,,,True
smell,3680,The hiker smelled the pine trees.,The pine trees were smelled by the hiker.,smell,,,True
smell,3674,A child smelled the cookie.,The cookie was smelled by a child.,smell,,,True
snap,2085,The athlete snapped the twig.,The twig was snapped by the athlete.,snap,,,True
snap,667,The artist snapped a photo.,A photo was snapped by the artist.,snap,,,True
snap,666,The musician snapped a string.,A string was snapped by the musician.,snap,,,True
snap,665,The photographer snapped a picture.,A picture was snapped by the photographer.,snap,,,True
snap,2081,A woman snapped the stick.,The stick was snapped by a woman.,snap,,,True
span,4178,The study spanned various disciplines.,The study was spanned by various disciplines.,span,,,True
span,4172,The bridge spanned the river.,The river was spanned by the bridge.,span,,,True
span,1133,The project spanned multiple years.,Multiple years were spanned by the project.,span,,,True
span,4177,The performance spanned two hours.,The performance was spanned by two hours.,span,,,True
span,1132,The organization spanned several countries.,Several countries were spanned by the organization.,span,,,True
spew,1306,The blender spewed ingredients everywhere.  ,Ingredients were spewed everywhere by the blender.,spew,,,True
spew,1300,The car spewed dark smoke.  ,Dark smoke was spewed by the car.,spew,,,True
spew,1304,The machine spewed metal shards.  ,Metal shards were spewed by the machine.,spew,,,True
spew,1305,The storm spewed heavy rain.  ,Heavy rain was spewed by the storm.,spew,,,True
spew,1299,The child spewed colorful confetti.  ,Colorful confetti was spewed by the child.,spew,,,True
spill,1407,An artist spilled the paint.,The paint was spilled by an artist.,spill,,,True
spill,1406,The waiter spilled the soup.,The soup was spilled by the waiter.,spill,,,True
spill,1409,The teacher spilled the ink.,The ink was spilled by the teacher.,spill,,,True
spill,1405,The child spilled the milk.,The milk was spilled by the child.,spill,,,True
spill,1408,The dog spilled the water.,The water was spilled by the dog.,spill,,,True
spin,2273,The DJ spun the records.,The records were spun by the DJ.,spin,,,True
spin,2267,The wind spun the leaves.,The leaves were spun by the wind.,spin,,,True
spin,2271,The magician spun the coin.,The coin was spun by the magician.,spin,,,True
spin,2272,The athlete spun the discus.,The discus was spun by the athlete.,spin,,,True
spin,2266,The dancer spun the partner.,The partner was spun by the dancer.,spin,,,True
splash,2291,The athlete splashed the pool.  ,The pool was splashed by the athlete.,splash,,,True
splash,2285,The wave splashed the rocks.  ,The rocks were splashed by the wave.,splash,,,True
splash,2289,The bird splashed the pond.  ,The pond was splashed by the bird.,splash,,,True
splash,2290,The hose splashed the flowers.  ,The flowers were splashed by the hose.,splash,,,True
splash,2284,The dog splashed the dirt.  ,The dirt was splashed by the dog.,splash,,,True
splatter,2282,The food splattered the chef.  ,The chef was splattered by the food.,splatter,,,True
splatter,2276,The rain splattered the window.  ,The window was splattered by the rain.,splatter,,,True
splatter,2280,The mud splattered the clothes.  ,The clothes were splattered by the mud.,splatter,,,True
splatter,2281,The juice splattered the table.  ,The table was splattered by the juice.,splatter,,,True
splatter,2275,The mud splattered the car.  ,The car was splattered by the mud.,splatter,,,True
split,2094,The workers split the workload.,The workload was split by the workers.,split, ,,True
split,2088,The child split the cookie.,The cookie was split by the child.,split,,,True
split,2092,The friends split the bill.,The bill was split by the friends.,split,,,True
split,2093,The judge split the evidence.,The evidence was split by the judge.,split,,,True
split,2087,The company split the profits.,The profits were split by the company.,split,,,True
spot,3753,The artist spotted the perfect scene.  ,The perfect scene was spotted by the artist.,spot,,,True
spot,968,The teacher spotted a mistake on the board.  ,A mistake was spotted by the teacher on the board.,spot,,,True
spot,3751,The hiker spotted the mountain peak.  ,The mountain peak was spotted by the hiker.,spot,,,True
spot,3752,The driver spotted the danger ahead.  ,The danger ahead was spotted by the driver.,spot,,,True
spot,967,The scientist spotted a significant error.  ,A significant error was spotted by the scientist.,spot,,,True
spout,1314,The fountain pen spouted ink.,Ink was spouted by the fountain pen.,spout,,,True
spout,1309,The speaker spouted opinions.,Opinions were spouted by the speaker.,spout,,,True
spout,1308,The volcano spouted lava.,Lava was spouted by the volcano.,spout,,,True
spout,1313,The artist spouted creativity.,Creativity was spouted by the artist.,spout,,,True
spout,1307,The whale spouted water.,Water was spouted by the whale.,spout,,,True
spray,2299,The team sprayed the players.  ,The players were sprayed by the team.,spray,,,True
spray,2293,The chef sprayed the oil.  ,The oil was sprayed by the chef.,spray,,,True
spray,2297,The teacher sprayed the board.  ,The board was sprayed by the teacher.,spray,,,True
spray,2298,A developer sprayed the wall.  ,The wall was sprayed by a developer.,spray,,,True
spray,2292,The gardener sprayed the flowers.  ,The flowers were sprayed by the gardener.,spray,,,True
sprout,1323,The backyard sprouted tall sunflowers.,Tall sunflowers were sprouted by the backyard.,sprout,,,True
sprout,1317,The garden sprouted vibrant flowers.,Vibrant flowers were sprouted by the garden.,sprout,,,True
sprout,1321,The lawn sprouted colorful wildflowers.,Colorful wildflowers were sprouted by the lawn.,sprout,,,True
sprout,1322,The field sprouted young wheat.,Young wheat was sprouted by the field.,sprout,,,True
sprout,1316,The tree sprouted new branches.,New branches were sprouted by the tree.,sprout,,,True
spurt,1329,The flower spurted pollen.,Pollen was spurted by the flower.,spurt,,,True
spurt,317,The balloon spurted air.,Air was spurted by the balloon.,spurt,,,True
spurt,1327,The volcano spurted lava.,Lava was spurted by the volcano.,spurt,,,True
spurt,1328,The garden hose spurted water.,Water was spurted by the garden hose.,spurt,,,True
spurt,316,The bottle spurted soda.,Soda was spurted by the bottle.,spurt,,,True
squabble with,2901,The players squabbled with the coach.,The coach was squabbled with by the players.,squabble with,,,True
squabble with,281,Siblings squabbled with their parents.,Their parents were squabbled with by siblings.,squabble with,,,True
squabble with,280,Friends squabbled with their opinions.,Their opinions were squabbled with by friends.,squabble with,,,True
squabble with,279,Two dogs squabbled with a cat.,A cat was squabbled with by two dogs.,squabble with,,,True
squabble with,283,The teams squabbled with their rivals.,Their rivals were squabbled with by the teams.,squabble with,,,True
squash,2646,The hand squashed the mosquito.,The mosquito was squashed by the hand.,squash,,,True
squash,2640,The car squashed the can.,The can was squashed by the car.,squash,,,True
squash,2644,A chef squashed the tomatoes.,The tomatoes were squashed by a chef.,squash,,,True
squash,2645,The machine squashed the cans.,The cans were squashed by the machine.,squash,,,True
squash,2639,A farmer squashed the fruit.,The fruit was squashed by a farmer.,squash,,,True
squeeze,2648,The child squeezed the toy.  ,The toy was squeezed by the child.,squeeze,,,True
squeeze,2647,The chef squeezed the lemon.  ,The lemon was squeezed by the chef.,squeeze,,,True
squeeze,2650,The artist squeezed the paint from the tube.  ,The paint was squeezed from the tube by the artist.,squeeze,,,True
squeeze,809,The athlete squeezed a ball in frustration.  ,A ball was squeezed by the athlete in frustration.,squeeze,,,True
squeeze,2649,The gardener squeezed the water from the sponge.  ,The water was squeezed from the sponge by the gardener.,squeeze,,,True
squish,2663,The chef squished the tomato.  ,The tomato was squished by the chef.,squish,,,True
squish,2657,The foot squished the paper.  ,The paper was squished by the foot.,squish,,,True
squish,2656,The hand squished the grape.  ,The grape was squished by the hand.,squish,,,True
squish,2662,The cat squished the toy.  ,The toy was squished by the cat.,squish,,,True
squish,2655,The child squished the bug.  ,The bug was squished by the child.,squish,,,True
stab,3111,The knight stabbed the dragon.,The dragon was stabbed by the knight.,stab,,,True
stab,3106,The chef stabbed the meat.,The meat was stabbed by the chef.,stab,,,True
stab,3105,A thief stabbed the victim.,The victim was stabbed by a thief.,stab,,,True
stab,3110,The artist stabbed the canvas.,The canvas was stabbed by the artist.,stab,,,True
stab,3104,The soldier stabbed the enemy.,The enemy was stabbed by the soldier.,stab,,,True
stain,1446,The juice stained the napkin.,The napkin was stained by the juice.,stain,,,True
stain,1440,The artist stained the canvas.,The canvas was stained by the artist.,stain,,,True
stain,1444,The drink stained the floor.,The floor was stained by the drink.,stain,,,True
stain,1445,A worker stained the deck.,The deck was stained by a worker.,stain,,,True
stain,1439,A child stained the shirt.,The shirt was stained by a child.,stain,,,True
stammer,1883,The adult stammered the instructions.  ,The instructions were stammered by the adult.,stammer,,,True
stammer,589,The speaker stammered his speech.  ,His speech was stammered by the speaker.,stammer,,,True
stammer,593,The teacher stammered a question.  ,A question was stammered by the teacher.,stammer,,,True
stammer,594,The contestant stammered a response.  ,A response was stammered by the contestant.,stammer,,,True
stammer,588,The student stammered an answer.  ,An answer was stammered by the student.,stammer,,,True
staple,1707,The volunteer stapled the flyers.,The flyers were stapled by the volunteer.,staple,,,True
staple,1701,The assistant stapled the documents.,The documents were stapled by the assistant.,staple,,,True
staple,1705,The librarian stapled the pages.,The pages were stapled by the librarian.,staple,,,True
staple,1706,The reporter stapled the articles.,The articles were stapled by the reporter.,staple,,,True
staple,1700,A student stapled the assignment.,The assignment was stapled by a student.,staple,,,True
start,2196,The artist started the painting.  ,The painting was started by the artist.,start,,,True
start,2190,The teacher started the lesson.  ,The lesson was started by the teacher.,start,,,True
start,2194,The company started the campaign.  ,The campaign was started by the company.,start,,,True
start,2195,The coach started the training.  ,The training was started by the coach.,start,,,True
start,2189,The children started the game.  ,The game was started by the children.,start,,,True
startle,3547,The flash of lightning startled the dog.  ,The dog was startled by the flash of lightning.,startle,,,True
startle,3541,A clap of thunder startled the child.  ,The child was startled by a clap of thunder.,startle,,,True
startle,3545,A horn honk startled the cyclist.  ,The cyclist was startled by a horn honk.,startle,,,True
startle,3546,The unexpected shout startled the crowd.  ,The crowd was startled by the unexpected shout.,startle,,,True
startle,3540,The sudden movement startled the horse.  ,The horse was startled by the sudden movement.,startle,,,True
steal,243,A robber stole a car.  ,A car was stolen by a robber.,steal,,,True
steal,242,The child stole a cookie.  ,A cookie was stolen by the child.,steal,,,True
steal,246,The hacker stole confidential data.  ,Confidential data was stolen by the hacker.,steal,,,True
steal,241,The thief stole a diamond.  ,A diamond was stolen by the thief.,steal,,,True
steal,245,A boy stole my pencil.  ,My pencil was stolen by a boy.,steal,,,True
stop,2710,The dog stopped the cat.,The cat was stopped by the dog.,stop,,,True
stop,2709,The child stopped the game.,The game was stopped by the child.,stop,,,True
stop,2712,The athlete stopped the timer.,The timer was stopped by the athlete.,stop,,,True
stop,2708,The teacher stopped the lesson.,The lesson was stopped by the teacher.,stop,,,True
stop,2711,The driver stopped the bus.,The bus was stopped by the driver.,stop,,,True
store,1631,The warehouse stored the furniture.,The furniture was stored by the warehouse.,store,,,True
store,1625,The company stored additional supplies.,Additional supplies were stored by the company.,store,,,True
store,1629,The museum stored the artifacts.,The artifacts were stored by the museum.,store,,,True
store,1630,The scientist stored the samples.,The samples were stored by the scientist.,store,,,True
store,373,The librarian stored old books.,Old books were stored by the librarian.,store,,,True
"store (i.e., contain enough room to hold)",1214,The box stored important documents.  ,Important documents were stored by the box.,"store (i.e., contain enough room to hold)",,,True
"store (i.e., contain enough room to hold)",1208,The pantry stored extra food.  ,Extra food was stored by the pantry.,"store (i.e., contain enough room to hold)",,,True
"store (i.e., contain enough room to hold)",1212,The attic stored holiday decorations.  ,Holiday decorations were stored by the attic.,"store (i.e., contain enough room to hold)",,,True
"store (i.e., contain enough room to hold)",1213,The shelf stored books and magazines.  ,Books and magazines were stored by the shelf.,"store (i.e., contain enough room to hold)",,,True
"store (i.e., contain enough room to hold)",1207,The garage stored several bicycles.  ,Several bicycles were stored by the garage.,"store (i.e., contain enough room to hold)",,,True
strangle,3119,The vine strangled the tree.,The tree was strangled by the vine.,strangle,,,True
strangle,3115,The snake strangled the bird.,The bird was strangled by the snake.,strangle,,,True
strangle,3114,The villain strangled the hero.,The hero was strangled by the villain.,strangle,,,True
strangle,898,The wrestler strangled his opponent.,His opponent was strangled by the wrestler.,strangle,,,True
strangle,3117,The thief strangled the guard.,The guard was strangled by the thief.,strangle,,,True
stream,1338,The company streamed a product launch.  ,A product launch was streamed by the company.,stream,,,True
stream,1332,The gamer streamed a new game.  ,A new game was streamed by the gamer.,stream,,,True
stream,1336,The author streamed a reading session.  ,A reading session was streamed by the author.,stream,,,True
stream,1337,The organization streamed a charity event.  ,A charity event was streamed by the organization.,stream,,,True
stream,1331,The student streamed an educational video.  ,An educational video was streamed by the student.,stream,,,True
stroke,2578,The vet stroked the kitten.,The kitten was stroked by the vet.,stroke,,,True
stroke,2572,The cat stroked the dog.,The dog was stroked by the cat.,stroke,,,True
stroke,799,A father stroked his daughter's hair.,His daughter's hair was stroked by a father.,stroke,,,True
stroke,2577,A friend stroked the guidebook.,The guidebook was stroked by a friend.,stroke,,,True
stroke,798,The artist stroked his brush.,His brush was stroked by the artist.,stroke,,,True
study,1606,The group studied the theories.,The theories were studied by the group.,study,,,True
study,1602,The child studied the poem.,The poem was studied by the child.,study,,,True
study,1601,The researcher studied the data.,The data was studied by the researcher.,study,,,True
study,1600,The student studied the textbook.,The textbook was studied by the student.,study,,,True
study,1604,The professor studied the subject.,The subject was studied by the professor.,study,,,True
stun,3556,The movie stunned the fans.,The fans were stunned by the movie.,stun,,,True
stun,3550,The performance stunned the critics.,The critics were stunned by the performance.,stun,,,True
stun,3554,The revelation stunned the investigators.,The investigators were stunned by the revelation.,stun,,,True
stun,3555,The storm stunned the residents.,The residents were stunned by the storm.,stun,,,True
stun,3549,The news stunned the entire team.,The entire team was stunned by the news.,stun,,,True
suck,1952,The straw sucked the juice.,The juice was sucked by the straw.,suck,,,True
suck,645,The baby sucked a bottle.,A bottle was sucked by the baby.,suck,,,True
suck,1955,The fish sucked the bait.,The bait was sucked by the fish.,suck,,,True
suck,644,The child sucked his thumb.,His thumb was sucked by the child.,suck,,,True
suck,1954,The machine sucked the moisture from the air.,The moisture was sucked from the air by the machine.,suck,,,True
suffocate,3129,The water suffocated the trapped insect.  ,The trapped insect was suffocated by the water.,suffocate,,,True
suffocate,3123,The lack of oxygen suffocated the fish.  ,The fish was suffocated by the lack of oxygen.,suffocate,,,True
suffocate,3122,The smoke suffocated the firefighters.  ,The firefighters were suffocated by the smoke.,suffocate,,,True
suffocate,3128,The garbage suffocated the insects.  ,The insects were suffocated by the garbage.,suffocate,,,True
suffocate,3121,The killer suffocated the victim.  ,The victim was suffocated by the killer.,suffocate,,,True
suggest,4099,The coach suggested a different approach.,A different approach was suggested by the coach.,suggest,,,True
suggest,1127,The manager suggested a plan.,A plan was suggested by the manager.,suggest,,,True
suggest,1131,The parent suggested a book.,A book was suggested by the parent.,suggest,,,True
suggest,4098,The teacher suggested a new strategy.,A new strategy was suggested by the teacher.,suggest,,,True
suggest,1126,The author suggested a solution.,A solution was suggested by the author.,suggest,,,True
support,3857,The data supported the claim.,The claim was supported by the data.,support,,,True
support,3851,The organization supported the cause.,The cause was supported by the organization.,support,,,True
support,3855,The report supported the findings.,The findings were supported by the report.,support,,,True
support,3856,The expert supported the proposal.,The proposal was supported by the expert.,support,,,True
support,3850,The community supported the initiative.,The initiative was supported by the community.,support,,,True
surprise,3565,The event surprised the community.,The community was surprised by the event.,surprise,,,True
surprise,3559,The birthday party surprised the guests.,The guests were surprised by the birthday party.,surprise,,,True
surprise,3563,The loud noise surprised the dog.,The dog was surprised by the loud noise.,surprise,,,True
surprise,3564,The performance surprised the critics.,The critics were surprised by the performance.,surprise,,,True
surprise,3558,The news surprised the students.,The students were surprised by the news.,surprise,,,True
surround,4162,The fans surrounded the player.  ,The player was surrounded by the fans.,surround,,,True
surround,4156,The mountains surrounded the valley.  ,The valley was surrounded by the mountains.,surround,,,True
surround,4160,The crowd surrounded the stage.  ,The stage was surrounded by the crowd.,surround,,,True
surround,4161,The waves surrounded the boat.  ,The boat was surrounded by the waves.,surround,,,True
surround,4155,The trees surrounded the house.  ,The house was surrounded by the trees.,surround,,,True
swallow,1982,The patient swallowed the pill.,The pill was swallowed by the patient.,swallow,,,True
swallow,1976,The snake swallowed the mouse.,The mouse was swallowed by the snake.,swallow,,,True
swallow,1975,The child swallowed the candy.,The candy was swallowed by the child.,swallow,,,True
swallow,1980,The student swallowed the medicine.,The medicine was swallowed by the student.,swallow,,,True
swallow,1974,The bird swallowed the worm.,The worm was swallowed by the bird.,swallow,,,True
sweep,1523,The family swept the driveway.,The driveway was swept by the family.,sweep,,,True
sweep,1517,The woman swept the kitchen.,The kitchen was swept by the woman.,sweep,,,True
sweep,1521,The employee swept the office.,The office was swept by the employee.,sweep,,,True
sweep,1522,The student swept the classroom.,The classroom was swept by the student.,sweep,,,True
sweep,1516,The child swept the porch.,The porch was swept by the child.,sweep,,,True
tail,3183,The photographer tailed the model for hours.  ,The model was tailed by the photographer for hours.,tail,,,True
tail,3177,The cat tailed the moving toy.  ,The moving toy was tailed by the cat.,tail,,,True
tail,3181,The chef tailed the recipe closely.  ,The recipe was tailed closely by the chef.,tail,,,True
tail,3182,The athlete tailed the lead runner.  ,The lead runner was tailed by the athlete.,tail,,,True
tail,3176,The detective tailed the suspect.  ,The suspect was tailed by the detective.,tail,,,True
take,256,The dog took the bone.,The bone was taken by the dog.,take,,,True
take,250,The artist took the canvas.,The canvas was taken by the artist.,take,,,True
take,249,The child took a toy.,A toy was taken by the child.,take,,,True
take,255,The traveler took the train.,The train was taken by the traveler.,take,?,,True
take,248,The teacher took the book.,The book was taken by the teacher.,take,,,True
tap,2491,The dancer tapped the floor.  ,The floor was tapped by the dancer.,tap,,,True
tap,2485,A child tapped the window.  ,The window was tapped by a child.,tap,,,True
tap,2489,A student tapped the screen.  ,The screen was tapped by a student.,tap,,,True
tap,2490,The scientist tapped the flask.  ,The flask was tapped by the scientist.,tap,,,True
tap,2484,The musician tapped the drum.  ,The drum was tapped by the musician.,tap,,,True
taste,4000,The judge tasted the dish.,The dish was tasted by the judge.,taste,,,True
taste,3994,The critic tasted the wine.,The wine was tasted by the critic.,taste,,,True
taste,3998,The guest tasted the salad.,The salad was tasted by the guest.,taste,,,True
taste,3999,The scientist tasted the fruit.,The fruit was tasted by the scientist.,taste,,,True
taste,3993,The child tasted the ice cream.,The ice cream was tasted by the child.,taste,,,True
teach,2722,The artist taught the style.,The style was taught by the artist.,teach,,,True
teach,2716,The parents taught the children.,The children were taught by the parents.,teach,,,True
teach,2720,The expert taught the workshop.,The workshop was taught by the expert.,teach,,,True
teach,2721,The guide taught the group.,The group was taught by the guide.,teach,,,True
teach,2715,The coach taught the players.,The players were taught by the coach.,teach,,,True
tear,676,The player tore the playbook.  ,The playbook was torn by the player.,tear,,,True
tear,670,A student tore the exam sheet.  ,The exam sheet was torn by a student.,tear,,,True
tear,674,The athlete tore the finish line ribbon.  ,The finish line ribbon was torn by the athlete.,tear,,,True
tear,675,The editor tore the page from the book.  ,The page was torn from the book by the editor.,tear,,,True
tear,669,The cat tore the fabric.  ,The fabric was torn by the cat.,tear,,,True
tease,3573,The player teased the opponent.  ,The opponent was teased by the player.,tease,,,True
tease,3568,The teacher teased the students.  ,The students were teased by the teacher.,tease,,,True
tease,3566,The kitten teased the puppy.  ,The puppy was teased by the kitten.,tease,,,True
tease,3572,The group teased the shy member.  ,The shy member was teased by the group.,tease,,,True
tease,935,The children teased their friend.  ,Their friend was teased by the children.,tease,,,True
terrify,3581,The snake terrified the explorer.  ,The explorer was terrified by the snake.,terrify,,,True
terrify,3575,The storm terrified the hikers.  ,The hikers were terrified by the storm.,terrify,,,True
terrify,3579,The dark alley terrified the tourists.  ,The tourists were terrified by the dark alley.,terrify,,,True
terrify,3580,The haunted house terrified the visitors.  ,The visitors were terrified by the haunted house.,terrify,,,True
terrify,3574,The horror movie terrified the audience.  ,The audience was terrified by the horror movie.,terrify,,,True
terrorize,3590,The unexpected event terrorized the guests.,The guests were terrorized by the unexpected event.,terrorize,,,True
