active,passive,verb,bad,exclude,match
The artist possessed great talent.  ,The great talent was possessed by the artist.,possess,,,False
The company possessed valuable resources.  ,The valuable resources were possessed by the company.,possess,,,False
The collector possessed rare coins.  ,The rare coins were possessed by the collector.,possess,,,False
The family possessed a beautiful home.  ,A beautiful home was possessed by the family.,possess,,,True
The athlete possessed exceptional skills.  ,The exceptional skills were possessed by the athlete.,possess,,,False
The library possessed many books.  ,The library was possessed by many books.,possess,,,True
The student possessed a unique perspective.  ,The student’s unique perspective was possessed by them.,possess,,,False
The museum possessed ancient artifacts.  ,The ancient artifacts were possessed by the museum.,possess,,,False
The team possessed a strong work ethic.  ,The team was possessed of a strong work ethic.,possess,,,False
The lawyer justified his actions.,The lawyer's actions were justified by him.,justify,,,False
The teacher justified the decision.,The decision was justified by the teacher.,justify,,,True
The committee justified the expenditure.,The expenditure was justified by the committee.,justify,,,True
The politician justified his statement.,The statement was justified by the politician.,justify,,,False
The researcher justified the hypothesis.,The hypothesis was justified by the researcher.,justify,,,True
The manager justified the changes.,The changes were justified by the manager.,justify,,,True
The analyst justified the report.,The report was justified by the analyst.,justify,,,True
The author justified the choice of characters.,The choice of characters was justified by the author.,justify,,,True
The coach justified the strategy.,The strategy was justified by the coach.,justify,,,True
The scientist proved the theory.,The theory was proved by the scientist.,prove,,,True
The lawyer proved the case.,The case was proved by the lawyer.,prove,,,True
The experiment proved the hypothesis.,The hypothesis was proved by the experiment.,prove,,,True
The teacher proved the solution.,The solution was proved by the teacher.,prove,,,True
The results proved the prediction.,The prediction was proved by the results.,prove,,,True
The detective proved the suspect’s guilt.,The suspect's guilt was proved by the detective.,prove,,,False
The book proved a valuable resource.,The book was proved to be a valuable resource.,prove,x,,False
The witness proved the defendant’s innocence.,The defendant's innocence was proved by the witness.,prove,,,False
The data proved the findings valid.,The findings were proved valid by the data.,prove,,,True
The artist created a masterpiece.,The masterpiece was created by the artist.,create,,,False
The engineer created a new design.,The new design was created by the engineer.,create,,,False
The chef created a delicious dish.,The delicious dish was created by the chef.,create,,,False
The children created a beautiful mural.,The beautiful mural was created by the children.,create,,,False
The scientist created a groundbreaking experiment.,The groundbreaking experiment was created by the scientist.,create,,,False
The author created an engaging story.,The engaging story was created by the author.,create,,,False
The committee created a detailed plan.,The detailed plan was created by the committee.,create,,,False
The designer created a stunning dress.,The stunning dress was created by the designer.,create,,,False
The teacher created an interactive lesson.,The interactive lesson was created by the teacher.,create,,,False
The court nullified the agreement.  ,The agreement was nullified by the court.,nullify,,,True
The law nullified the previous regulations.  ,The previous regulations were nullified by the law.,nullify,,,True
The committee nullified the proposal.  ,The proposal was nullified by the committee.,nullify,,,True
The decision nullified the contract.  ,The contract was nullified by the decision.,nullify,,,True
The judge nullified the evidence.  ,The evidence was nullified by the judge.,nullify,,,True
The government nullified the tax increase.  ,The tax increase was nullified by the government.,nullify,,,True
The administrator nullified the policy change.  ,The policy change was nullified by the administrator.,nullify,,,True
The action nullified the consequences.  ,The consequences were nullified by the action.,nullify,,,True
The board nullified the motion.  ,The motion was nullified by the board.,nullify,,,True
The lawyer asserted the case.,The case was asserted by the lawyer.,assert,,,True
The scientist asserted the hypothesis.,The hypothesis was asserted by the scientist.,assert,,,True
The teacher asserted the importance. ,The importance was asserted by the teacher.,assert,,,True
The politician asserted their position.,The politician's position was asserted by them.,assert,,,False
The coach asserted the strategy. ,The strategy was asserted by the coach.,assert,,,True
The author asserted the theme.,The theme was asserted by the author.,assert,x,,True
The witness asserted the facts.,The facts were asserted by the witness.,assert,,,True
The manager asserted the deadlines.,The deadlines were asserted by the manager.,assert,,,True
The director asserted the vision.,The vision was asserted by the director.,assert,,,True
The manager confirmed the meeting.,The meeting was confirmed by the manager.,confirm,,,True
The scientist confirmed the hypothesis.,The hypothesis was confirmed by the scientist.,confirm,,,True
The teacher confirmed the schedule.,The schedule was confirmed by the teacher.,confirm,,,True
The team confirmed the results.,The results were confirmed by the team.,confirm,,,True
The witness confirmed the statement.,The statement was confirmed by the witness.,confirm,,,True
The doctor confirmed the diagnosis.,The diagnosis was confirmed by the doctor.,confirm,,,True
The customer confirmed the order.,The order was confirmed by the customer.,confirm,,,True
The accountant confirmed the figures.,The figures were confirmed by the accountant.,confirm,,,True
The student confirmed the assignment.,The assignment was confirmed by the student.,confirm,,,True
The teacher demonstrated a new experiment.,The new experiment was demonstrated by the teacher.,demonstrate,,,False
The engineer demonstrated the new software.,The new software was demonstrated by the engineer.,demonstrate,,,True
The artist demonstrated a unique technique.,The unique technique was demonstrated by the artist.,demonstrate,,,False
The coach demonstrated a training drill.,The training drill was demonstrated by the coach.,demonstrate,,,False
The scientist demonstrated the solution.,The solution was demonstrated by the scientist.,demonstrate,,,True
The presenter demonstrated the product's features.,The product's features were demonstrated by the presenter.,demonstrate,,,True
The student demonstrated the project to the class.,The project was demonstrated to the class by the student.,demonstrate,,,True
The chef demonstrated a cooking method.,The cooking method was demonstrated by the chef.,demonstrate,,,False
The guide demonstrated the hike routes.,The hike routes were demonstrated by the guide.,demonstrate,,,True
The teacher explained the lesson.  ,The lesson was explained by the teacher.,explain,,,True
The scientist explained the experiment.  ,The experiment was explained by the scientist.,explain,,,True
The author explained the theme.  ,The theme was explained by the author.,explain,,,True
The guide explained the history.  ,The history was explained by the guide.,explain,,,True
The professor explained the concept.  ,The concept was explained by the professor.,explain,,,True
The coach explained the strategy.  ,The strategy was explained by the coach.,explain,,,True
The manager explained the procedure.  ,The procedure was explained by the manager.,explain,,,True
The parent explained the rules.  ,The rules were explained by the parent.,explain,,,True
The speaker explained the purpose.  ,The purpose was explained by the speaker.,explain,,,True
The article implied a solution.  ,The solution was implied by the article.,imply,,,False
The teacher implied a lesson.  ,The lesson was implied by the teacher.,imply,,,False
The report implied significant changes.  ,The report was implied to have significant changes.,imply,,,False
The statement implied an agreement.  ,The agreement was implied by the statement.,imply,x,,False
The question implied a concern.  ,The concern was implied by the question.,imply,,,False
The gesture implied a request.  ,The request was implied by the gesture.,imply,,,False
The review implied a recommendation.  ,The recommendation was implied by the review.,imply,,,False
The artwork implied a message.  ,The message was implied by the artwork.,imply,,,False
The conversation implied a misunderstanding.  ,The misunderstanding was implied by the conversation.,imply,,,False
The teacher indicated the correct answer.,The correct answer was indicated by the teacher.,indicate,,,True
The map indicated the best route.,The best route was indicated by the map.,indicate,,,True
The sign indicated the parking area.,The parking area was indicated by the sign.,indicate,,,True
The experiment indicated a possible solution.,The experiment was indicated by a possible solution.,indicate,,,True
The results indicated a significant change.,The results were indicated to show a significant change.,indicate,,,False
The data indicated a rising trend.,The data was indicated to show a rising trend.,indicate,,,False
The candidate indicated her position on taxes.,The candidate's position on taxes was indicated by her.,indicate,,,False
The chart indicated the growth rate.,The growth rate was indicated by the chart.,indicate,,,True
The expert indicated the potential risks.,The potential risks were indicated by the expert.,indicate,,,True
The clouds obscured the sun.,The sun was obscured by the clouds.,obscure,,,True
The tall building obscured the view.,The view was obscured by the tall building.,obscure,,,True
The fog obscured the path.,The path was obscured by the fog.,obscure,,,True
The trees obscured the house.,The house was obscured by the trees.,obscure,,,True
The painting obscured the details.,The details were obscured by the painting.,obscure,,,True
The smoke obscured the flame.,The flame was obscured by the smoke.,obscure,,,True
The curtain obscured the stage.,The stage was obscured by the curtain.,obscure,,,True
The shadows obscured the faces.,The faces were obscured by the shadows.,obscure,,,True
The mist obscured the landscape.,The landscape was obscured by the mist.,obscure,,,True
The king proclaimed a new law.,The new law was proclaimed by the king.,proclaim,,,False
The teacher proclaimed the results.,The results were proclaimed by the teacher.,proclaim,,,True
The committee proclaimed a winner.,The winner was proclaimed by the committee.,proclaim,,,False
The mayor proclaimed a holiday.,The holiday was proclaimed by the mayor.,proclaim,,,False
The artist proclaimed his masterpiece.,The masterpiece was proclaimed by the artist.,proclaim,,,False
The president proclaimed the end of the war.,The end of the war was proclaimed by the president.,proclaim,,,True
The judge proclaimed the sentence.,The sentence was proclaimed by the judge.,proclaim,,,True
The leader proclaimed a message of peace.,The message of peace was proclaimed by the leader.,proclaim,,,False
The director proclaimed the start of the show.,The start of the show was proclaimed by the director.,proclaim,,,True
The scientist predicted the outcome.,The outcome was predicted by the scientist.,predict,HERE,,True
The teacher predicted the weather.,The weather was predicted by the teacher.,predict,,,True
The analyst predicted market trends.,The market trends were predicted by the analyst.,predict,,,False
The fortune teller predicted a change.,The change was predicted by the fortune teller.,predict,,,False
The report predicted economic growth.,The report was predicted to show economic growth.,predict,,,False
The historian predicted the event's significance.,The significance of the event was predicted by the historian.,predict,,,False
The expert predicted the results.,The results were predicted by the expert.,predict,,,True
The psychologist predicted behavior patterns.,The behavior patterns were predicted by the psychologist.,predict,,,False
The athlete predicted a victory.,The victory was predicted by the athlete.,predict,,,False
The detective revealed the secret.,The secret was revealed by the detective.,reveal,,,True
The artist revealed the painting.,The painting was revealed by the artist.,reveal,,,True
The survey revealed the results.,The results were revealed by the survey.,reveal,,,True
The scientist revealed the findings.,The findings were revealed by the scientist.,reveal,,,True
The journalist revealed the truth.,The truth was revealed by the journalist.,reveal,,,True
The book revealed the mystery.,The mystery was revealed by the book.,reveal,,,True
The interview revealed the candidate's skills.,The candidate's skills were revealed by the interview.,reveal,,,True
The study revealed new information.,The new information was revealed by the study.,reveal,,,False
The witness revealed the identity.,The identity was revealed by the witness.,reveal,,,True
The teacher showed the students a map.  ,The map was shown to the students by the teacher.,show,x,,False
The guide showed the tourists the monument.  ,The monument was shown to the tourists by the guide.,show,x,,False
She showed her friend the new book.  ,The new book was shown to her friend by her.,show,x,,False
The artist showed the audience the painting.  ,The painting was shown to the audience by the artist.,show,x,,False
The manager showed the employees the new location.  ,The new location was shown to the employees by the manager.,show,x,,False
The mother showed her child a photograph.  ,The photograph was shown to her child by the mother.,show,x,,False
The coach showed the players the strategy.  ,The strategy was shown to the players by the coach.,show,x,,False
The director showed the cast the script.  ,The script was shown to the cast by the director.,show,x,,False
The scientist showed the researchers the data.  ,The data was shown to the researchers by the scientist.,show,x,,False
The teacher suggested a new strategy.,A new strategy was suggested by the teacher.,suggest,,,True
The friend suggested a restaurant.,The restaurant was suggested by the friend.,suggest,,,False
The coach suggested a different approach.,A different approach was suggested by the coach.,suggest,,,True
The author suggested a solution.,The solution was suggested by the author.,suggest,,,False
The manager suggested a plan.,The plan was suggested by the manager.,suggest,,,False
The student suggested an idea.,The idea was suggested by the student.,suggest,,,False
The doctor suggested a treatment.,Output: A treatment was suggested by the doctor.,suggest,,,False
The consultant suggested a change.,The change was suggested by the consultant.,suggest,,,False
The parent suggested a book.,The book was suggested by the parent.,suggest,,,False
The children encircled the playground.  ,The playground was encircled by the children.,encircle,,,True
The soldiers encircled the enemy camp.  ,The enemy camp was encircled by the soldiers.,encircle,,,True
The dogs encircled the ball.  ,The ball was encircled by the dogs.,encircle,,,True
The dancers encircled the stage.  ,The stage was encircled by the dancers.,encircle,,,True
The villagers encircled the fire.  ,The fire was encircled by the villagers.,encircle,,,True
The fence encircled the garden.  ,The garden was encircled by the fence.,encircle,,,True
The river encircled the island.  ,The island was encircled by the river.,encircle,,,True
The guests encircled the table.  ,The table was encircled by the guests.,encircle,,,True
The waves encircled the rock.  ,The rock was encircled by the waves.,encircle,,,True
The fence bordered the garden.,The garden was bordered by the fence.,border,,,True
The river bordered the town.,The town was bordered by the river.,border,,,True
The red paint bordered the canvas.,The canvas was bordered by the red paint.,border,,,True
The trees bordered the pathway.,The pathway was bordered by the trees.,border,,,True
The mountains bordered the valley.,The valley was bordered by the mountains.,border,,,True
The clouds bordered the skyline.,The skyline was bordered by the clouds.,border,,,True
The flowers bordered the walkway.,The walkway was bordered by the flowers.,border,,,True
The bricks bordered the flowerbed.,The flowerbed was bordered by the bricks.,border,,,True
The ivy bordered the old wall.,The old wall was bordered by the ivy.,border,,,True
The artist dotted the canvas.  ,The canvas was dotted by the artist.,dot,,,True
The child dotted the paper.  ,The paper was dotted by the child.,dot,,,True
The teacher dotted the notes.  ,The notes were dotted by the teacher.,dot,,,True
The painter dotted the landscape.  ,The landscape was dotted by the painter.,dot,,,True
The designer dotted the fabric.  ,The fabric was dotted by the designer.,dot,,,True
The musician dotted the score.  ,The score was dotted by the musician.,dot,,,True
The scientist dotted the chart.  ,The chart was dotted by the scientist.,dot,,,True
The student dotted the worksheet.  ,The worksheet was dotted by the student.,dot,,,True
The gardener dotted the flowers.  ,The flowers were dotted by the gardener.,dot,x,,True
The blanket covered the bed.,The bed was covered by the blanket.,"cover (i.e., span an area of land)",,,True
The snow covered the ground.,The ground was covered by the snow.,"cover (i.e., span an area of land)",,,True
A tree covered the house.,The house was covered by a tree.,"cover (i.e., span an area of land)",,,True
The paint covered the wall.,The wall was covered by the paint.,"cover (i.e., span an area of land)",,,True
The fog covered the valley.,The valley was covered by the fog.,"cover (i.e., span an area of land)",,,True
The carpet covered the floor.,The floor was covered by the carpet.,"cover (i.e., span an area of land)",,,True
The roots covered the garden.,The garden was covered by the roots.,"cover (i.e., span an area of land)",,,True
The sand covered the beach.,The beach was covered by the sand.,"cover (i.e., span an area of land)",,,True
The ivy covered the fence.,The fence was covered by the ivy.,"cover (i.e., span an area of land)",,,True
The artist capped the bottle.,The bottle was capped by the artist.,cap,,,True
The technician capped the pipe.,The pipe was capped by the technician.,cap,,,True
The company capped the expenses.,The expenses were capped by the company.,cap,,,True
The teacher capped the marker.,The marker was capped by the teacher.,cap,,,True
The plumber capped the leak.,The leak was capped by the plumber.,cap,,,True
The scientist capped the test tube.,The test tube was capped by the scientist.,cap,,,True
The gardener capped the fertilizer.,The fertilizer was capped by the gardener.,cap,,,True
The author capped the manuscript.,The manuscript was capped by the author.,cap,,,True
The engineer capped the project.,The project was capped by the engineer.,cap,,,True
The artist lined the canvas.,The canvas was lined by the artist.,line,,,True
The teacher lined the paper.,The paper was lined by the teacher.,line,,,True
The gardener lined the path.,The path was lined by the gardener.,line,,,True
The manager lined the documents.,The documents were lined by the manager.,line,,,True
The chef lined the baking tray.,The baking tray was lined by the chef.,line,,,True
The seamstress lined the jacket.,The jacket was lined by the seamstress.,line,,,True
The children lined the blocks.,The blocks were lined by the children.,line,,,True
The architect lined the drawings.,The drawings were lined by the architect.,line,,,True
The tailor lined the coat.,The coat was lined by the tailor.,line,,,True
The fog surrounded the village.  ,The village was surrounded by the fog.,surround,,,True
The trees surrounded the house.  ,The house was surrounded by the trees.,surround,,,True
The mountains surrounded the valley.  ,The valley was surrounded by the mountains.,surround,,,True
The guards surrounded the castle.  ,The castle was surrounded by the guards.,surround,,,True
The flowers surrounded the statue.  ,The statue was surrounded by the flowers.,surround,,,True
The fences surrounded the yard.  ,The yard was surrounded by the fences.,surround,,,True
The crowd surrounded the stage.  ,The stage was surrounded by the crowd.,surround,,,True
The waves surrounded the boat.  ,The boat was surrounded by the waves.,surround,,,True
The fans surrounded the player.  ,The player was surrounded by the fans.,surround,,,True
The mountain headed the valley.  ,The valley was headed by the mountain.,"head (i.e., be at the top of)",,,True
The flag headed the parade.  ,The parade was headed by the flag.,"head (i.e., be at the top of)",,,True
The king headed the council.  ,The council was headed by the king.,"head (i.e., be at the top of)",,,True
The sun headed the sky.  ,The sky was headed by the sun.,"head (i.e., be at the top of)",,,True
The building headed the skyline.  ,The skyline was headed by the building.,"head (i.e., be at the top of)",,,True
The trophy headed the table.  ,The table was headed by the trophy.,"head (i.e., be at the top of)",,,True
The book headed the reading list.  ,The reading list was headed by the book.,"head (i.e., be at the top of)",,,True
The tree headed the garden.  ,The garden was headed by the tree.,"head (i.e., be at the top of)",,,True
The painting headed the exhibition.  ,The exhibition was headed by the painting.,"head (i.e., be at the top of)",,,True
The bridge spanned the river.,The river was spanned by the bridge.,span,,,True
The quilt spanned the bed.,The bed was spanned by the quilt.,span,x,,True
The organization spanned several countries.,The organization was spread across several countries.,span,,,False
The fabric spanned the table.,The table was spanned by the fabric.,span,,,True
The project spanned multiple years.,The project was spanned over multiple years.,span,,,False
The timeline spanned the entire century.,The entire century was spanned by the timeline.,span,,,True
The road spanned the valley.,The valley was spanned by the road.,span,,,True
The performance spanned two hours.,The performance was spanned by two hours.,span,,,True
The study spanned various disciplines.,The study was spanned by various disciplines.,span,,,True
The box contained old photographs.,The old photographs were contained in the box.,contain,,,False
The recipe contained several spices.,The recipe was contained several spices.,contain,,,False
The book contained valuable information.,The valuable information was contained in the book.,contain,,,False
The bottle contained fresh juice.,The fresh juice was contained by the bottle.,contain,,,False
The document contained important details.,The important details were contained in the document.,contain,,,False
The package contained a surprise gift.,The surprise gift was contained in the package.,contain,,,False
The dataset contained numerous entries.,The dataset was contained by numerous entries.,contain,,,True
The film contained thrilling scenes.,The thrilling scenes were contained in the film.,contain,,,False
The lecture contained insightful comments.,The insightful comments were contained in the lecture.,contain,,,False
The fence abutted the property line.  ,The property line was abutted by the fence.,abut,,,True
The building abutted the park.  ,The park was abutted by the building.,abut,,,True
The wall abutted the driveway.  ,The driveway was abutted by the wall.,abut,,,True
The house abutted the riverbank.  ,The riverbank was abutted by the house.,abut,,,True
The extension abutted the original structure.  ,The original structure was abutted by the extension.,abut,,,True
The garden abutted the neighbor’s yard.  ,The neighbor’s yard was abutted by the garden.,abut,,,True
The hut abutted the forest edge.  ,The forest edge was abutted by the hut.,abut,,,True
The garage abutted the main house.  ,The main house was abutted by the garage.,abut,,,True
The road abutted the residential area.  ,The residential area was abutted by the road.,abut,,,True
The tree filled the garden.,The garden was filled by the tree.,"fill (i.e., occupy a particular area of land)",x,,True
The house filled the lot.,The lot was filled by the house.,"fill (i.e., occupy a particular area of land)",,,True
The river filled the valley.,The valley was filled by the river.,"fill (i.e., occupy a particular area of land)",,,True
The forest filled the landscape.,The landscape was filled by the forest.,"fill (i.e., occupy a particular area of land)",,,True
The barn filled the field.,The field was filled by the barn.,"fill (i.e., occupy a particular area of land)",x,,True
The city filled the territory.,The territory was filled by the city.,"fill (i.e., occupy a particular area of land)",,,True
The building filled the space.,The space was filled by the building.,"fill (i.e., occupy a particular area of land)",,,True
The park filled the area.,The area was filled by the park.,"fill (i.e., occupy a particular area of land)",,,True
The crowd filled the stadium.,The stadium was filled by the crowd.,"fill (i.e., occupy a particular area of land)",,,True
The bell rang loudly.,The bell was rung loudly.,ring,x,,False
The phone rang several times.,The phone was rung several times.,ring,x,,False
The alarm rang at dawn.,The alarm was rung at dawn.,ring,x,,False
The doorbell rang unexpectedly.,The doorbell was rung unexpectedly.,ring,x,,False
The church bells rang at noon.,The church bells were rung at noon.,ring,x,,False
The cat rang the dinner bell.,The dinner bell was rung by the cat.,ring,,,False
The squad rang the victory bell.,The victory bell was rung by the squad.,ring,,,False
The clock rang every hour.,The clock was rung every hour.,ring,x,,False
The musician rang a clear tone.,The clear tone was rung by the musician.,ring,,,False
The carpenter measured the wood.,The wood was measured by the carpenter.,measure,,,True
The scientist measured the temperature.,The temperature was measured by the scientist.,measure,,,True
The teacher measured the distance.,The distance was measured by the teacher.,measure,,,True
The chef measured the ingredients.,The ingredients were measured by the chef.,measure,,,True
The surveyor measured the land.,The land was measured by the surveyor.,measure,,,True
The engineer measured the dimensions.,The dimensions were measured by the engineer.,measure,,,True
The contractor measured the area.,The area was measured by the contractor.,measure,,,True
The student measured the height.,The height was measured by the student.,measure,,,True
The artist measured the canvas.,The canvas was measured by the artist.,measure,,,True
The teacher read the sign.  ,The sign was read by the teacher.,"read (i.e., to say, as in a sign)",x,,True
A child read the notice.  ,The notice was read by a child.,"read (i.e., to say, as in a sign)",x,,True
The tourist read the directions.  ,The directions were read by the tourist.,"read (i.e., to say, as in a sign)",x,,True
A woman read the menu.  ,The menu was read by a woman.,"read (i.e., to say, as in a sign)",x,,True
The driver read the warning.  ,The warning was read by the driver.,"read (i.e., to say, as in a sign)",x,,True
The student read the instruction.  ,The instruction was read by the student.,"read (i.e., to say, as in a sign)",x,,True
The librarian read the label.  ,The label was read by the librarian.,"read (i.e., to say, as in a sign)",x,,True
The artist read the announcement.  ,The announcement was read by the artist.,"read (i.e., to say, as in a sign)",x,,True
The mechanic read the manual.  ,The manual was read by the mechanic.,"read (i.e., to say, as in a sign)",x,,True
The student registered for a class.,The class was registered for by the student.,register,x,,False
The applicant registered the complaint.,The complaint was registered by the applicant.,register,,,True
The organization registered a new member.,The new member was registered by the organization.,register,,,False
The company registered its trademark.,The trademark was registered by the company.,register,,,False
The vendor registered the sale.,The sale was registered by the vendor.,register,,,True
The driver registered a vehicle.,The vehicle was registered by the driver.,register,,,False
The website registered a new user.,The new user was registered by the website.,register,,,False
The committee registered the decision.,The decision was registered by the committee.,register,,,True
The school registered attendance records.,The attendance records were registered by the school.,register,,,False
The expenses totaled one hundred dollars.,The expenses were totaled at one hundred dollars.,"total (i.e., add up to)",,,False
The scores totaled fifty points.,The scores were totaled at fifty points.,"total (i.e., add up to)",,,False
The ingredients totaled four cups.,Output: Four cups were totaled by the ingredients.,"total (i.e., add up to)",,,False
The tickets totaled three hundred tickets.,The tickets were totaled to three hundred tickets.,"total (i.e., add up to)",,,False
The donations totaled five thousand dollars.,The total of the donations was five thousand dollars.,"total (i.e., add up to)",,,False
The hours totaled twenty hours.,The total of the hours was twenty hours.,"total (i.e., add up to)",x,,False
The items totaled seven pieces.,The items were totaled to seven pieces.,"total (i.e., add up to)",,,False
The chapters totaled fifteen sections.,The chapters were totaled to fifteen sections.,"total (i.e., add up to)",,,False
The votes totaled two hundred ballots.,The total of the votes was two hundred ballots.,"total (i.e., add up to)",,,False
The doctor weighed the patient.,The patient was weighed by the doctor.,weigh,,,True
The scale weighed the luggage.,The luggage was weighed by the scale.,weigh,,,True
The student weighed the ingredients.,The ingredients were weighed by the student.,weigh,,,True
The inspector weighed the samples.,The samples were weighed by the inspector.,weigh,,,True
The baker weighed the flour.,The flour was weighed by the baker.,weigh,,,True
The trainer weighed the athlete.,The athlete was weighed by the trainer.,weigh,,,True
The farmer weighed the produce.,The produce was weighed by the farmer.,weigh,,,True
The chef weighed the vegetables.,The vegetables were weighed by the chef.,weigh,,,True
The scientist weighed the substance.,The substance was weighed by the scientist.,weigh,,,True
The book cost twenty dollars.,The book was costed twenty dollars.,cost,,,False
The car cost a lot of money.,The car was cost a lot of money.,cost,,,False
The meal cost an arm and a leg.,The meal was cost an arm and a leg.,cost,,,False
The dress cost a fortune.,The fortune was cost by the dress.,cost,,,False
The ticket cost fifty euros.,The ticket was costed at fifty euros.,cost,,,False
The repair cost more than expected.,The repair was costlier than expected.,cost,x,,False
The gadget cost less than anticipated.,The gadget was costed less than anticipated.,cost,x,,False
The painting cost a small fortune.,The small fortune was cost by the painting.,cost,,,False
The project cost the company millions.,The company was cost millions by the project.,cost,,,True
The meeting lasted two hours.  ,The meeting was lasted for two hours.,last,,,False
The movie lasted three hours.  ,The movie was lasted for three hours.,last,,,False
The game lasted five sets.  ,The game was lasted by five sets.,last,,,True
The concert lasted until midnight.  ,The concert was lasted until midnight.,last,x,,False
The storm lasted all night.  ,The storm was lasted all night.,last,x,,False
The lecture lasted for thirty minutes.  ,The lecture was lasted for thirty minutes.,last,x,,False
The performance lasted two acts.  ,The performance was lasted by two acts.,last,,,True
The event lasted all day.  ,The event was lasted all day.,last,,,False
The trip lasted a week.  ,"The trip was lasted by a week. 

(Note: This sentence is not grammatically correct in the context of English grammar as ""lasted"" is an intransitive verb and cannot be made passive like this. A more natural approach would simply retain the sentence in its form or rephrase it, but the task was to passivize it.)",last,,,False
The child took the toy.  ,The toy was taken by the child.,"take (i.e., carry on for a certiain length of time)",x,,False
A woman took the book.  ,The book was taken by a woman.,"take (i.e., carry on for a certiain length of time)",x,,False
The student took a pencil.  ,The pencil was taken by the student.,"take (i.e., carry on for a certiain length of time)",x,,False
John took the bus.  ,The bus was taken by John.,"take (i.e., carry on for a certiain length of time)",x,,False
The artist took a canvas.  ,The canvas was taken by the artist.,"take (i.e., carry on for a certiain length of time)",x,,False
The chef took a knife.  ,The knife was taken by the chef.,"take (i.e., carry on for a certiain length of time)",x,,False
The runner took a shortcut.  ,The shortcut was taken by the runner.,"take (i.e., carry on for a certiain length of time)",x,,False
The gardener took the shears.  ,The shears were taken by the gardener.,"take (i.e., carry on for a certiain length of time)",x,,False
The teacher took the class.  ,The class was taken by the teacher.,"take (i.e., carry on for a certiain length of time)",x,,False
The bus carried twenty passengers.  ,The passengers were carried by the bus.,"carry (i.e., hold a certain number of people)",,,False
The truck carried heavy cargo.  ,The heavy cargo was carried by the truck.,"carry (i.e., hold a certain number of people)",,,False
The elevator carried several workers.  ,The elevator was operated by several workers.,"carry (i.e., hold a certain number of people)",,,False
The ship carried many tourists.  ,The tourists were carried by the ship.,"carry (i.e., hold a certain number of people)",,,False
The train carried oversized equipment.  ,The oversized equipment was carried by the train.,"carry (i.e., hold a certain number of people)",,,False
The airplane carried multiple bags.  ,The multiple bags were carried by the airplane.,"carry (i.e., hold a certain number of people)",,,False
The ferry carried cars and bicycles.  ,The cars and bicycles were carried by the ferry.,"carry (i.e., hold a certain number of people)",,,False
The gondola carried sightseers up the mountain.  ,The sightseers were carried up the mountain by the gondola.,"carry (i.e., hold a certain number of people)",,,False
The jeep carried four friends on an adventure.  ,The jeep was driven by four friends on an adventure.,"carry (i.e., hold a certain number of people)",,,False
The sweater fit the child.  ,The child was fitted by the sweater.,fit,,,False
The key fit the lock.  ,The lock was fitted by the key.,fit,,,False
The shoes fit her feet.  ,The shoes were fitted to her feet.,fit,,,False
The table fit the dining room.  ,The dining room was fitted by the table.,fit,,,False
The puzzle fit the box.  ,The box was fitted by the puzzle.,fit,,,False
The dress fit the mannequin.  ,The mannequin was fitted by the dress.,fit,,,False
The couch fit the living room.  ,The living room was fit by the couch.,fit,,,True
The project fit the requirements.  ,The requirements were fit by the project.,fit,,,True
The car fit the garage.  ,The garage was fitted by the car.,fit,,,False
The dinner fed eight guests.  ,The dinner was eaten by eight guests.,"feed (i.e., be enough for a certain number of people)",,,False
The picnic fed five friends.  ,The picnic was enjoyed by five friends.,"feed (i.e., be enough for a certain number of people)",,,False
The buffet fed ten children.  ,The ten children were fed by the buffet.,"feed (i.e., be enough for a certain number of people)",,,False
The garden fed several families.  ,The garden was fed by several families.,"feed (i.e., be enough for a certain number of people)",,,True
The meal fed two hungry hikers.  ,The meal was fed to two hungry hikers.,"feed (i.e., be enough for a certain number of people)",,,False
The party fed a crowd of twenty.  ,The crowd of twenty was fed by the party.,"feed (i.e., be enough for a certain number of people)",,,False
The restaurant fed many customers.  ,The customers were fed by the restaurant.,"feed (i.e., be enough for a certain number of people)",,,False
The donation fed an entire village.  ,The entire village was fed by the donation.,"feed (i.e., be enough for a certain number of people)",,,False
The harvest fed the entire community.  ,The entire community was fed by the harvest.,"feed (i.e., be enough for a certain number of people)",,,True
The theater held two hundred people.,Output: Two hundred people were held by the theater.,"hold (i.e., accomdate a certain number of people)",,,False
The venue held a large crowd.,The large crowd was held by the venue.,"hold (i.e., accomdate a certain number of people)",,,False
The conference center held several events.,The conference center was used to hold several events.,"hold (i.e., accomdate a certain number of people)",,,False
The stadium held the championship game.,The championship game was held by the stadium.,"hold (i.e., accomdate a certain number of people)",,,True
The auditorium held many guests.,The auditorium was filled with many guests.,"hold (i.e., accomdate a certain number of people)",,,False
The hotel held the annual meeting.,The annual meeting was held by the hotel.,"hold (i.e., accomdate a certain number of people)",x,,True
The banquet hall held several tables.,Output: Several tables were held by the banquet hall.,"hold (i.e., accomdate a certain number of people)",,,False
The exhibition space held numerous artworks.,Numerous artworks were held by the exhibition space.,"hold (i.e., accomdate a certain number of people)",,,True
The arena held a concert.,The concert was held by the arena.,"hold (i.e., accomdate a certain number of people)",x,,False
The family housed a stray dog.  ,The stray dog was housed by the family.,house,,,False
The artist housed his paintings in a gallery.  ,The paintings were housed by the artist in a gallery.,house,x,,False
