active,passive,verb,bad,exclude,match,content_match,parse_match,Vtypefull,Vtype,VtypeNEW,Verb,Vno,Passivizable,Participle,CoreSet,CountTot,CountTrans,CountInt,CountPass,CountPeri,CountOther,A_cause_B_change,A_enable,A_doingsomething_B,A_responsible,A_physical_contact,B_state_change,B_responsible,A_deliberately_V_B,B_affected,B_adversely_affected,FACA,FACB,FACC
the soldier carried the flag.,the flag was carried by the soldier.,carry,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,carry,V179,Y,REG,Y,29917,,,115,,,6.6,7.3,7.7,7.6,8.4,6.7,2.6,8.4,6.5,4.2,0.78498,-0.46922,-1.56056
the teacher carried the books.,the books were carried by the teacher.,carry,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,carry,V179,Y,REG,Y,29917,,,115,,,6.6,7.3,7.7,7.6,8.4,6.7,2.6,8.4,6.5,4.2,0.78498,-0.46922,-1.56056
a friend carried the groceries.,the groceries were carried by a friend.,carry,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,carry,V179,Y,REG,Y,29917,,,115,,,6.6,7.3,7.7,7.6,8.4,6.7,2.6,8.4,6.5,4.2,0.78498,-0.46922,-1.56056
the dog dragged the bone.,the bone was dragged by the dog.,drag,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,drag,V180,Y,REG,N,3021,,,4,,,7.8,7.4,7.5,7.4,7.4,6.9,3.7,8.1,7.2,7.6,1.02855,-0.18008,0.43234
the child dragged the toy.,the toy was dragged by the child.,drag,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,drag,V180,Y,REG,N,3021,,,4,,,7.8,7.4,7.5,7.4,7.4,6.9,3.7,8.1,7.2,7.6,1.02855,-0.18008,0.43234
the worker dragged the cart.,the cart was dragged by the worker.,drag,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,drag,V180,Y,REG,N,3021,,,4,,,7.8,7.4,7.5,7.4,7.4,6.9,3.7,8.1,7.2,7.6,1.02855,-0.18008,0.43234
the athlete dragged the heavy sled.,the heavy sled was dragged by the athlete.,drag,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,drag,V180,Y,REG,N,3021,,,4,,,7.8,7.4,7.5,7.4,7.4,6.9,3.7,8.1,7.2,7.6,1.02855,-0.18008,0.43234
the student dragged the backpack.,the backpack was dragged by the student.,drag,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,drag,V180,Y,REG,N,3021,,,4,,,7.8,7.4,7.5,7.4,7.4,6.9,3.7,8.1,7.2,7.6,1.02855,-0.18008,0.43234
the thief dragged the suitcase.,the suitcase was dragged by the thief.,drag,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,drag,V180,Y,REG,N,3021,,,4,,,7.8,7.4,7.5,7.4,7.4,6.9,3.7,8.1,7.2,7.6,1.02855,-0.18008,0.43234
the farmer dragged the plow.,the plow was dragged by the farmer.,drag,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,drag,V180,Y,REG,N,3021,,,4,,,7.8,7.4,7.5,7.4,7.4,6.9,3.7,8.1,7.2,7.6,1.02855,-0.18008,0.43234
the team dragged the flag.,the flag was dragged by the team.,drag,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,drag,V180,Y,REG,N,3021,,,4,,,7.8,7.4,7.5,7.4,7.4,6.9,3.7,8.1,7.2,7.6,1.02855,-0.18008,0.43234
the child pulled the wagon.,the wagon was pulled by the child.,pull,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,pull,V181,Y,REG,Y,12896,,,20,,,7.4,7.7,8.4,7.9,7.9,6.8,3.4,7.4,7.4,5.3,1.01392,-0.29742,-0.62266
the farmer pulled the weeds.,the weeds were pulled by the farmer.,pull,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,pull,V181,Y,REG,Y,12896,,,20,,,7.4,7.7,8.4,7.9,7.9,6.8,3.4,7.4,7.4,5.3,1.01392,-0.29742,-0.62266
the mechanic pulled the engine.,the engine was pulled by the mechanic.,pull,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,pull,V181,Y,REG,Y,12896,,,20,,,7.4,7.7,8.4,7.9,7.9,6.8,3.4,7.4,7.4,5.3,1.01392,-0.29742,-0.62266
the athlete pulled the rope.,the rope was pulled by the athlete.,pull,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,pull,V181,Y,REG,Y,12896,,,20,,,7.4,7.7,8.4,7.9,7.9,6.8,3.4,7.4,7.4,5.3,1.01392,-0.29742,-0.62266
the dog pulled the leash.,the leash was pulled by the dog.,pull,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,pull,V181,Y,REG,Y,12896,,,20,,,7.4,7.7,8.4,7.9,7.9,6.8,3.4,7.4,7.4,5.3,1.01392,-0.29742,-0.62266
the child pushed the door.,the door was pushed by the child.,push,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,push,V182,Y,REG,Y,9905,,,21,,,8.0,7.3,9.0,7.7,8.8,7.5,3.6,8.8,8.1,7.2,1.51321,-0.00105,0.1919
a worker pushed the cart.,the cart was pushed by a worker.,push,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,push,V182,Y,REG,Y,9905,,,21,,,8.0,7.3,9.0,7.7,8.8,7.5,3.6,8.8,8.1,7.2,1.51321,-0.00105,0.1919
the athlete pushed the weights.,the weights were pushed by the athlete.,push,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,push,V182,Y,REG,Y,9905,,,21,,,8.0,7.3,9.0,7.7,8.8,7.5,3.6,8.8,8.1,7.2,1.51321,-0.00105,0.1919
the teacher pushed the desk.,the desk was pushed by the teacher.,push,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,push,V182,Y,REG,Y,9905,,,21,,,8.0,7.3,9.0,7.7,8.8,7.5,3.6,8.8,8.1,7.2,1.51321,-0.00105,0.1919
the crowd pushed the barriers.,the barriers were pushed by the crowd.,push,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,push,V182,Y,REG,Y,9905,,,21,,,8.0,7.3,9.0,7.7,8.8,7.5,3.6,8.8,8.1,7.2,1.51321,-0.00105,0.1919
a player pushed the ball.,the ball was pushed by a player.,push,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,push,V182,Y,REG,Y,9905,,,21,,,8.0,7.3,9.0,7.7,8.8,7.5,3.6,8.8,8.1,7.2,1.51321,-0.00105,0.1919
the dog pushed the toy.,the toy was pushed by the dog.,push,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,push,V182,Y,REG,Y,9905,,,21,,,8.0,7.3,9.0,7.7,8.8,7.5,3.6,8.8,8.1,7.2,1.51321,-0.00105,0.1919
the wind pushed the leaves.,the leaves were pushed by the wind.,push,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,push,V182,Y,REG,Y,9905,,,21,,,8.0,7.3,9.0,7.7,8.8,7.5,3.6,8.8,8.1,7.2,1.51321,-0.00105,0.1919
the artist pushed the canvas.,the canvas was pushed by the artist.,push,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,push,V182,Y,REG,Y,9905,,,21,,,8.0,7.3,9.0,7.7,8.8,7.5,3.6,8.8,8.1,7.2,1.51321,-0.00105,0.1919
the boy shoved the door.,the door was shoved by the boy.,shove,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,shove,V183,Y,REG,N,711,,,2,,,7.5,7.3,7.9,7.8,7.7,6.4,3.1,7.8,7.5,8.1,1.11205,-0.53586,-0.05404
a player shoved the opponent.,the opponent was shoved by a player.,shove,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,shove,V183,Y,REG,N,711,,,2,,,7.5,7.3,7.9,7.8,7.7,6.4,3.1,7.8,7.5,8.1,1.11205,-0.53586,-0.05404
the crowd shoved the barrier.,the barrier was shoved by the crowd.,shove,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,shove,V183,Y,REG,N,711,,,2,,,7.5,7.3,7.9,7.8,7.7,6.4,3.1,7.8,7.5,8.1,1.11205,-0.53586,-0.05404
the student shoved the desk.,the desk was shoved by the student.,shove,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,shove,V183,Y,REG,N,711,,,2,,,7.5,7.3,7.9,7.8,7.7,6.4,3.1,7.8,7.5,8.1,1.11205,-0.53586,-0.05404
a worker shoved the cart.,the cart was shoved by a worker.,shove,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,shove,V183,Y,REG,N,711,,,2,,,7.5,7.3,7.9,7.8,7.7,6.4,3.1,7.8,7.5,8.1,1.11205,-0.53586,-0.05404
the teammate shoved the rival.,the rival was shoved by the teammate.,shove,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,shove,V183,Y,REG,N,711,,,2,,,7.5,7.3,7.9,7.8,7.7,6.4,3.1,7.8,7.5,8.1,1.11205,-0.53586,-0.05404
the boy shoved the teacher.,the teacher was shoved by the boy.,shove,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,shove,V183,Y,REG,N,711,,,2,,,7.5,7.3,7.9,7.8,7.7,6.4,3.1,7.8,7.5,8.1,1.11205,-0.53586,-0.05404
the boy caught the ball.,the ball was caught by the boy.,catch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,catch,V184,Y,REG,N,13744,,,209,,,6.8,7.9,7.5,8.0,7.4,6.9,4.5,8.4,7.2,4.4,0.82796,0.94879,-0.26332
the trainer caught the error.,the error was caught by the trainer.,catch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,catch,V184,Y,REG,N,13744,,,209,,,6.8,7.9,7.5,8.0,7.4,6.9,4.5,8.4,7.2,4.4,0.82796,0.94879,-0.26332
the exterminator caught the rat.,the rat was caught by the exterminator.,catch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,catch,V184,Y,REG,N,13744,,,209,,,6.8,7.9,7.5,8.0,7.4,6.9,4.5,8.4,7.2,4.4,0.82796,0.94879,-0.26332
the player caught the pass.,the pass was caught by the player.,catch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,catch,V184,Y,REG,N,13744,,,209,,,6.8,7.9,7.5,8.0,7.4,6.9,4.5,8.4,7.2,4.4,0.82796,0.94879,-0.26332
the teacher found the answer.,the answer was found by the teacher.,find,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,find,V186,Y,IRR,N,93490,,,228,,,5.4,6.3,6.1,6.9,3.4,6.0,4.4,6.4,5.2,3.1,-0.58448,0.12416,0.17274
the child grabbed the toy.,the toy was grabbed by the child.,grab,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,grab,V187,Y,REG,N,2679,,,21,,,7.6,8.0,7.0,7.5,8.9,8.0,3.2,7.7,7.1,6.6,1.14853,-0.7795,-0.29187
the athlete grabbed the trophy.,the trophy was grabbed by the athlete.,grab,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,grab,V187,Y,REG,N,2679,,,21,,,7.6,8.0,7.0,7.5,8.9,8.0,3.2,7.7,7.1,6.6,1.14853,-0.7795,-0.29187
the waiter grabbed the plates.,the plates were grabbed by the waiter.,grab,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,grab,V187,Y,REG,N,2679,,,21,,,7.6,8.0,7.0,7.5,8.9,8.0,3.2,7.7,7.1,6.6,1.14853,-0.7795,-0.29187
the artist grabbed the brush.,the brush was grabbed by the artist.,grab,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,grab,V187,Y,REG,N,2679,,,21,,,7.6,8.0,7.0,7.5,8.9,8.0,3.2,7.7,7.1,6.6,1.14853,-0.7795,-0.29187
the thief grabbed the purse.,the purse was grabbed by the thief.,grab,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,grab,V187,Y,REG,N,2679,,,21,,,7.6,8.0,7.0,7.5,8.9,8.0,3.2,7.7,7.1,6.6,1.14853,-0.7795,-0.29187
the student grabbed the book.,the book was grabbed by the student.,grab,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,grab,V187,Y,REG,N,2679,,,21,,,7.6,8.0,7.0,7.5,8.9,8.0,3.2,7.7,7.1,6.6,1.14853,-0.7795,-0.29187
the gardener held the flowers.,the flowers were held by the gardener.,hold,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,hold,V188,Y,IRR,Y,45508,,,579,,,6.7,7.0,8.3,7.6,8.9,6.7,2.9,8.5,7.1,3.7,0.86526,-0.33294,-1.35289
the captain held the trophy.,the trophy was held by the captain.,hold,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,hold,V188,Y,IRR,Y,45508,,,579,,,6.7,7.0,8.3,7.6,8.9,6.7,2.9,8.5,7.1,3.7,0.86526,-0.33294,-1.35289
the athlete held the record.,the record was held by the athlete.,hold,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,hold,V188,Y,IRR,Y,45508,,,579,,,6.7,7.0,8.3,7.6,8.9,6.7,2.9,8.5,7.1,3.7,0.86526,-0.33294,-1.35289
the boy hit the baseball.,the baseball was hit by the boy.,hit,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,hit,V191,Y,IRR,Y,10077,5944.0,656.0,499,2.0,2732.0,8.3,8.0,8.8,8.3,8.9,7.6,3.5,8.9,8.5,7.8,1.79041,0.19863,-0.06211
the coach hit the ball.,the ball was hit by the coach.,hit,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,hit,V191,Y,IRR,Y,10077,5944.0,656.0,499,2.0,2732.0,8.3,8.0,8.8,8.3,8.9,7.6,3.5,8.9,8.5,7.8,1.79041,0.19863,-0.06211
a dog hit the fence.,the fence was hit by a dog.,hit,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,hit,V191,Y,IRR,Y,10077,5944.0,656.0,499,2.0,2732.0,8.3,8.0,8.8,8.3,8.9,7.6,3.5,8.9,8.5,7.8,1.79041,0.19863,-0.06211
the arrow hit the target.,the target was hit by the arrow.,hit,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,hit,V191,Y,IRR,Y,10077,5944.0,656.0,499,2.0,2732.0,8.3,8.0,8.8,8.3,8.9,7.6,3.5,8.9,8.5,7.8,1.79041,0.19863,-0.06211
the teacher hit the desk.,the desk was hit by the teacher.,hit,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,hit,V191,Y,IRR,Y,10077,5944.0,656.0,499,2.0,2732.0,8.3,8.0,8.8,8.3,8.9,7.6,3.5,8.9,8.5,7.8,1.79041,0.19863,-0.06211
the child hit the piñata.,the piñata was hit by the child.,hit,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,hit,V191,Y,IRR,Y,10077,5944.0,656.0,499,2.0,2732.0,8.3,8.0,8.8,8.3,8.9,7.6,3.5,8.9,8.5,7.8,1.79041,0.19863,-0.06211
a player hit the goal.,the goal was hit by a player.,hit,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,hit,V191,Y,IRR,Y,10077,5944.0,656.0,499,2.0,2732.0,8.3,8.0,8.8,8.3,8.9,7.6,3.5,8.9,8.5,7.8,1.79041,0.19863,-0.06211
the artist hit the canvas.,the canvas was hit by the artist.,hit,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,hit,V191,Y,IRR,Y,10077,5944.0,656.0,499,2.0,2732.0,8.3,8.0,8.8,8.3,8.9,7.6,3.5,8.9,8.5,7.8,1.79041,0.19863,-0.06211
the musician hit the note.,the note was hit by the musician.,hit,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,hit,V191,Y,IRR,Y,10077,5944.0,656.0,499,2.0,2732.0,8.3,8.0,8.8,8.3,8.9,7.6,3.5,8.9,8.5,7.8,1.79041,0.19863,-0.06211
the player kicked the ball.,the ball was kicked by the player.,kick,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,kick,V192,Y,REG,Y,3424,1603.0,303.0,13,0.0,1502.0,8.6,7.9,8.7,8.3,8.8,7.2,3.4,8.7,7.7,8.3,1.69039,0.07432,-0.15022
the child kicked the toy.,the toy was kicked by the child.,kick,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,kick,V192,Y,REG,Y,3424,1603.0,303.0,13,0.0,1502.0,8.6,7.9,8.7,8.3,8.8,7.2,3.4,8.7,7.7,8.3,1.69039,0.07432,-0.15022
the horse kicked the fence.,the fence was kicked by the horse.,kick,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,kick,V192,Y,REG,Y,3424,1603.0,303.0,13,0.0,1502.0,8.6,7.9,8.7,8.3,8.8,7.2,3.4,8.7,7.7,8.3,1.69039,0.07432,-0.15022
the coach kicked the chair.,the chair was kicked by the coach.,kick,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,kick,V192,Y,REG,Y,3424,1603.0,303.0,13,0.0,1502.0,8.6,7.9,8.7,8.3,8.8,7.2,3.4,8.7,7.7,8.3,1.69039,0.07432,-0.15022
the woman kicked the door.,the door was kicked by the woman.,kick,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,kick,V192,Y,REG,Y,3424,1603.0,303.0,13,0.0,1502.0,8.6,7.9,8.7,8.3,8.8,7.2,3.4,8.7,7.7,8.3,1.69039,0.07432,-0.15022
the team kicked the winning goal.,the winning goal was kicked by the team.,kick,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,kick,V192,Y,REG,Y,3424,1603.0,303.0,13,0.0,1502.0,8.6,7.9,8.7,8.3,8.8,7.2,3.4,8.7,7.7,8.3,1.69039,0.07432,-0.15022
the dog kicked the blanket.,the blanket was kicked by the dog.,kick,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,kick,V192,Y,REG,Y,3424,1603.0,303.0,13,0.0,1502.0,8.6,7.9,8.7,8.3,8.8,7.2,3.4,8.7,7.7,8.3,1.69039,0.07432,-0.15022
the soldier kicked the bucket.,the bucket was kicked by the soldier.,kick,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,kick,V192,Y,REG,Y,3424,1603.0,303.0,13,0.0,1502.0,8.6,7.9,8.7,8.3,8.8,7.2,3.4,8.7,7.7,8.3,1.69039,0.07432,-0.15022
the car knocked the barrier.,the barrier was knocked by the car.,knock,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,knock,V193,Y,REG,N,4258,,,3,,,7.4,8.0,7.5,7.6,7.7,7.2,2.8,7.9,6.9,6.5,1.07205,-0.59957,-0.72311
the teacher slapped the desk.,the desk was slapped by the teacher.,slap,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,slap,V194,Y,REG,N,921,,,1,,,7.0,7.7,7.7,7.4,8.1,7.6,3.1,7.7,7.6,8.5,1.21655,-0.80099,0.25882
the boxer slapped the opponent.,the opponent was slapped by the boxer.,slap,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,slap,V194,Y,REG,N,921,,,1,,,7.0,7.7,7.7,7.4,8.1,7.6,3.1,7.7,7.6,8.5,1.21655,-0.80099,0.25882
the child slapped the mosquito.,the mosquito was slapped by the child.,slap,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,slap,V194,Y,REG,N,921,,,1,,,7.0,7.7,7.7,7.4,8.1,7.6,3.1,7.7,7.6,8.5,1.21655,-0.80099,0.25882
the student slapped the book.,the book was slapped by the student.,slap,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,slap,V194,Y,REG,N,921,,,1,,,7.0,7.7,7.7,7.4,8.1,7.6,3.1,7.7,7.6,8.5,1.21655,-0.80099,0.25882
the mother slapped the pillow.,the pillow was slapped by the mother.,slap,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,slap,V194,Y,REG,N,921,,,1,,,7.0,7.7,7.7,7.4,8.1,7.6,3.1,7.7,7.6,8.5,1.21655,-0.80099,0.25882
the coach slapped the playbook.,the playbook was slapped by the coach.,slap,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,slap,V194,Y,REG,N,921,,,1,,,7.0,7.7,7.7,7.4,8.1,7.6,3.1,7.7,7.6,8.5,1.21655,-0.80099,0.25882
the comedian slapped the stage.,the stage was slapped by the comedian.,slap,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,slap,V194,Y,REG,N,921,,,1,,,7.0,7.7,7.7,7.4,8.1,7.6,3.1,7.7,7.6,8.5,1.21655,-0.80099,0.25882
the actor slapped the script.,the script was slapped by the actor.,slap,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,slap,V194,Y,REG,N,921,,,1,,,7.0,7.7,7.7,7.4,8.1,7.6,3.1,7.7,7.6,8.5,1.21655,-0.80099,0.25882
the teacher tapped the desk.,the desk was tapped by the teacher.,tap,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,tap,V195,Y,REG,N,2018,1105.0,248.0,7,0.0,558.0,7.6,7.6,7.2,7.1,7.3,6.5,3.3,7.5,7.0,5.5,0.72499,-0.61103,-0.27749
the musician tapped the drum.,the drum was tapped by the musician.,tap,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,tap,V195,Y,REG,N,2018,1105.0,248.0,7,0.0,558.0,7.6,7.6,7.2,7.1,7.3,6.5,3.3,7.5,7.0,5.5,0.72499,-0.61103,-0.27749
a child tapped the window.,the window was tapped by a child.,tap,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,tap,V195,Y,REG,N,2018,1105.0,248.0,7,0.0,558.0,7.6,7.6,7.2,7.1,7.3,6.5,3.3,7.5,7.0,5.5,0.72499,-0.61103,-0.27749
the coach tapped the player's shoulder.,the player's shoulder was tapped by the coach.,tap,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,tap,V195,Y,REG,N,2018,1105.0,248.0,7,0.0,558.0,7.6,7.6,7.2,7.1,7.3,6.5,3.3,7.5,7.0,5.5,0.72499,-0.61103,-0.27749
the artist tapped the canvas.,the canvas was tapped by the artist.,tap,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,tap,V195,Y,REG,N,2018,1105.0,248.0,7,0.0,558.0,7.6,7.6,7.2,7.1,7.3,6.5,3.3,7.5,7.0,5.5,0.72499,-0.61103,-0.27749
the employee tapped the keys.,the keys were tapped by the employee.,tap,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,tap,V195,Y,REG,N,2018,1105.0,248.0,7,0.0,558.0,7.6,7.6,7.2,7.1,7.3,6.5,3.3,7.5,7.0,5.5,0.72499,-0.61103,-0.27749
a student tapped the screen.,the screen was tapped by a student.,tap,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,tap,V195,Y,REG,N,2018,1105.0,248.0,7,0.0,558.0,7.6,7.6,7.2,7.1,7.3,6.5,3.3,7.5,7.0,5.5,0.72499,-0.61103,-0.27749
the scientist tapped the flask.,the flask was tapped by the scientist.,tap,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,tap,V195,Y,REG,N,2018,1105.0,248.0,7,0.0,558.0,7.6,7.6,7.2,7.1,7.3,6.5,3.3,7.5,7.0,5.5,0.72499,-0.61103,-0.27749
the dancer tapped the floor.,the floor was tapped by the dancer.,tap,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,tap,V195,Y,REG,N,2018,1105.0,248.0,7,0.0,558.0,7.6,7.6,7.2,7.1,7.3,6.5,3.3,7.5,7.0,5.5,0.72499,-0.61103,-0.27749
the drummer thumped the bass drum.,the bass drum was thumped by the drummer.,thump,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,thump,V196,Y,REG,N,511,,,1,,,8.1,7.4,8.1,7.8,8.9,8.0,2.8,8.1,8.7,8.5,1.62879,-0.97263,0.16173
a child thumped the table.,the table was thumped by a child.,thump,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,thump,V196,Y,REG,N,511,,,1,,,8.1,7.4,8.1,7.8,8.9,8.0,2.8,8.1,8.7,8.5,1.62879,-0.97263,0.16173
the contractor thumped the nails.,the nails were thumped by the contractor.,thump,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,thump,V196,Y,REG,N,511,,,1,,,8.1,7.4,8.1,7.8,8.9,8.0,2.8,8.1,8.7,8.5,1.62879,-0.97263,0.16173
the player thumped the ball.,the ball was thumped by the player.,thump,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,thump,V196,Y,REG,N,511,,,1,,,8.1,7.4,8.1,7.8,8.9,8.0,2.8,8.1,8.7,8.5,1.62879,-0.97263,0.16173
a cat thumped the ground.,the ground was thumped by a cat.,thump,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,thump,V196,Y,REG,N,511,,,1,,,8.1,7.4,8.1,7.8,8.9,8.0,2.8,8.1,8.7,8.5,1.62879,-0.97263,0.16173
the teacher thumped the desk.,the desk was thumped by the teacher.,thump,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,thump,V196,Y,REG,N,511,,,1,,,8.1,7.4,8.1,7.8,8.9,8.0,2.8,8.1,8.7,8.5,1.62879,-0.97263,0.16173
the crowd thumped the bleachers.,the bleachers were thumped by the crowd.,thump,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,thump,V196,Y,REG,N,511,,,1,,,8.1,7.4,8.1,7.8,8.9,8.0,2.8,8.1,8.7,8.5,1.62879,-0.97263,0.16173
the child whacked the piñata.,the piñata was whacked by the child.,whack,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,whack,V197,Y,REG,N,122,69.0,11.0,0,0.0,40.0,7.3,7.6,7.6,7.7,8.6,7.8,3.9,8.5,8.2,8.1,1.36573,-0.01571,0.64661
the gardener whacked the weeds.,the weeds were whacked by the gardener.,whack,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,whack,V197,Y,REG,N,122,69.0,11.0,0,0.0,40.0,7.3,7.6,7.6,7.7,8.6,7.8,3.9,8.5,8.2,8.1,1.36573,-0.01571,0.64661
