Verb,Vno,Set,VtypeNEW,passive,active,active_score,passive_score,pass_drop
buy,V033,1a,(a) Agent-Patient,The apple was bought by Marge,Marge bought the apple,-20.062053680419922,-28.826860427856445,8.764806747436523
bounce,V028,1a,(a) Agent-Patient,The ball was bounced by Marge,Marge bounced the ball,-21.71843910217285,-32.23368453979492,10.51524543762207
break,V125,1a,(a) Agent-Patient,The stick was broken by Marge,Marge broke the stick,-20.644580841064453,-30.367773056030273,9.72319221496582
bring,V029,1b,(a) Agent-Patient,The dog was brought by Marge,Marge brought the dog,-19.69466781616211,-27.869047164916992,8.174379348754883
build,V068,1b,(a) Agent-Patient,The wall was built by Marge,Marge built the wall,-19.914241790771484,-28.018224716186523,8.103982925415039
burn,V143,1a,(a) Agent-Patient,The omlette was burnt by Marge,Marge burnt the omlette,-24.79930877685547,-33.385494232177734,8.586185455322266
butter,V015,1b,(a) Agent-Patient,The bread was buttered by Marge,Marge buttered the bread,-24.2877140045166,-34.12698745727539,9.839273452758789
button,V049,1b,(a) Agent-Patient,The anorak was buttoned by Marge,Marge buttoned the anorak,-26.271041870117188,-35.79312515258789,9.522083282470703
carve,V045,1b,(a) Agent-Patient,The turkey was carved by Marge,Marge carved the turkey,-23.604307174682617,-31.341388702392578,7.737081527709961
chant,V081,1b,(a) Agent-Patient,The slogan was chanted by Marge,Marge chanted the slogan,-22.709148406982422,-32.39940643310547,9.690258026123047
chew,V109,1b,(a) Agent-Patient,The toffee was chewed by Marge,Marge chewed the toffee,-24.808513641357422,-34.939205169677734,10.130691528320312
chip,V126,1b,(a) Agent-Patient,The mug was chipped by Marge,Marge chipped the mug,-23.516855239868164,-34.02082443237305,10.503969192504883
chop,V046,1a,(a) Agent-Patient,The carrot was chopped by Marge,Marge chopped the carrot,-22.218273162841797,-34.03160858154297,11.813335418701172
clear,V020,1a,(a) Agent-Patient,The table was cleared by Marge,Marge cleared the table,-19.05416488647461,-28.632526397705078,9.578361511230469
coil,V011,1a,(a) Agent-Patient,The rope was coiled by Marge,Marge coiled the rope,-23.1990966796875,-30.934730529785156,7.735633850097656
commence,V148,1a,(a) Agent-Patient,The discussion was commenced by Marge,Marge commenced the discussion,-21.970367431640625,-32.82674789428711,10.856380462646484
complete,V153,1a,(a) Agent-Patient,The puzzle was completed by Marge,Marge completed the puzzle,-20.567594528198242,-29.186010360717773,8.618415832519531
compose,V073,1b,(a) Agent-Patient,The music was composed by Marge,Marge composed the music,-20.786941528320312,-28.51314353942871,7.726202011108398
confirm,V413,1b,(d) Other Passivizable,The rumour was confirmed by Marge,Marge confirmed the rumour,-21.33167266845703,-30.335012435913086,9.003339767456055
consume,V118,1b,(a) Agent-Patient,The meal was consumed by Marge,Marge consumed the meal,-21.939193725585938,-29.465848922729492,7.526655197143555
continue,V149,1b,(a) Agent-Patient,The argument was continued by Marge,Marge continued the argument,-20.74936294555664,-30.292320251464844,9.542957305908203
cook,V139,1a,(a) Agent-Patient,The chicken was cooked by Marge,Marge cooked the chicken,-22.125045776367188,-30.63218879699707,8.507143020629883
crack,V127,1a,(a) Agent-Patient,The glass was cracked by Marge,Marge cracked the glass,-19.870683670043945,-31.173818588256836,11.30313491821289
crease,V134,1a,(a) Agent-Patient,The sweater was creased by Marge,Marge creased the sweater,-25.30490493774414,-35.173397064208984,9.868492126464844
create,V410,1a,(d) Other Passivizable,The controversy was created by Marge,Marge created the controversy,-20.020713806152344,-27.903772354125977,7.883058547973633
dangle,V004,1b,(a) Agent-Patient,The yo-yo was dangled by Marge,Marge dangled the yo-yo,-24.89933204650879,-34.96773147583008,10.068399429321289
decorate,V067,1a,(a) Agent-Patient,The house was decorated by Marge,Marge decorated the house,-20.237579345703125,-30.49992561340332,10.262346267700195
delete,V019,1b,(a) Agent-Patient,The email was deleted by Marge,Marge deleted the email,-19.617605209350586,-29.74932289123535,10.131717681884766
demolish,V120,1a,(a) Agent-Patient,The building was demolished by Marge,Marge demolished the building,-20.98076629638672,-28.628719329833984,7.647953033447266
demonstrate,V414,1a,(d) Other Passivizable,The procedure was demonstrated by Marge,Marge demonstrated the procedure,-20.502756118774414,-29.014190673828125,8.511434555053711
design,V074,1a,(a) Agent-Patient,The outfit was designed by Marge,Marge designed the outfit,-21.187774658203125,-29.250900268554688,8.063125610351562
destroy,V121,1b,(a) Agent-Patient,The castle was destroyed by Marge,Marge destroyed the castle,-19.650413513183594,-28.289934158325195,8.639520645141602
detect,V394,1b,(c) Experiencer-Theme,The smell was detected by Marge,Marge detected the smell,-21.610700607299805,-29.983169555664062,8.372468948364258
devour,V119,1a,(a) Agent-Patient,The dessert was devoured by Marge,Marge devoured the dessert,-22.891874313354492,-32.302860260009766,9.410985946655273
direct,V082,1a,(a) Agent-Patient,The film was directed by Marge,Marge directed the film,-19.367952346801758,-27.037199020385742,7.669246673583984
divide,V056,1a,(a) Agent-Patient,The pizza was divided by Marge,Marge divided the pizza,-21.039274215698242,-28.860307693481445,7.821033477783203
drink,V108,1b,(a) Agent-Patient,The lemonade was drunk by Marge,Marge drank the lemonade,-22.649093627929688,-32.75088882446289,10.101795196533203
draw,V063,1a,(a) Agent-Patient,The picture was drawn by Marge,Marge drew the picture,-20.277549743652344,-28.511518478393555,8.233968734741211
drive,V030,1a,(a) Agent-Patient,The truck was driven by Marge,Marge drove the truck,-20.320615768432617,-26.994197845458984,6.673582077026367
dump,V005,1a,(a) Agent-Patient,The rubbish was dumped by Marge,Marge dumped the rubbish,-22.671144485473633,-31.23223304748535,8.561088562011719
earn,V034,1b,(a) Agent-Patient,The reward was earned by Marge,Marge earned the reward,-20.633668899536133,-30.164793014526367,9.531124114990234
empty,V021,1b,(a) Agent-Patient,The bin was emptied by Marge,Marge emptied the bin,-22.07219696044922,-31.72137451171875,9.649177551269531
end,V150,1a,(a) Agent-Patient,The conversation was ended by Marge,Marge ended the conversation,-18.71282386779785,-30.8266658782959,12.113842010498047
explain,V415,1b,(d) Other Passivizable,The problem was explained by Marge,Marge explained the problem,-19.659561157226562,-28.46337127685547,8.803810119628906
exterminate,V122,1a,(a) Agent-Patient,The insect was exterminated by Marge,Marge exterminated the insect,-25.501415252685547,-35.02349853515625,9.522083282470703
feel,V396,1b,(c) Experiencer-Theme,The earthquake was felt by Marge,Marge felt the earthquake,-20.780094146728516,-29.795923233032227,9.015829086303711
fill,V013,1b,(a) Agent-Patient,The cup was filled by Marge,Marge filled the cup,-20.28631019592285,-28.507179260253906,8.220869064331055
finish,V151,1b,(a) Agent-Patient,The crossword was finished by Marge,Marge finished the crossword,-22.734506607055664,-31.645572662353516,8.911066055297852
fold,V136,1b,(a) Agent-Patient,The map was folded by Marge,Marge folded the map,-20.99213409423828,-32.03599166870117,11.04385757446289
fry,V140,1b,(a) Agent-Patient,The breakfast was fried by Marge,Marge fried the breakfast,-22.30849838256836,-32.562217712402344,10.253719329833984
freeze,V078,1a,(a) Agent-Patient,The lolly was frozen by Marge,Marge froze the lolly,-24.865154266357422,-32.32796859741211,7.4628143310546875
gobble,V115,1a,(a) Agent-Patient,The donut was gobbled by Marge,Marge gobbled the donut,-25.241575241088867,-35.37226867675781,10.130693435668945
get,V405,1a,(d) Other Passivizable,The present was got by Marge,Marge got the present,-19.221654891967773,-31.758913040161133,12.53725814819336
grow,V069,1b,(a) Agent-Patient,The flower was grown by Marge,Marge grew the flower,-22.9199161529541,-31.833215713500977,8.913299560546875
grill,V141,1a,(a) Agent-Patient,The bacon was grilled by Marge,Marge grilled the bacon,-22.416215896606445,-32.79525375366211,10.379037857055664
grip,V040,1b,(a) Agent-Patient,The handrail was gripped by Marge,Marge gripped the handrail,-23.73613929748535,-33.71612548828125,9.979986190795898
growl,V094,1b,(a) Agent-Patient,The threat was growled by Marge,Marge growled the threat,-21.71104621887207,-33.508522033691406,11.797475814819336
guzzle,V116,1b,(a) Agent-Patient,The beer was guzzled by Marge,Marge guzzled the beer,-23.530357360839844,-34.13498306274414,10.604625701904297
hammer,V006,1b,(a) Agent-Patient,The nail was hammered by Marge,Marge hammered the nail,-22.965421676635742,-31.585430145263672,8.62000846862793
heat,V144,1b,(a) Agent-Patient,The tea was heated by Marge,Marge heated the tea,-22.260848999023438,-31.425979614257812,9.165130615234375
hum,V083,1b,(a) Agent-Patient,The tune was hummed by Marge,Marge hummed the tune,-23.521821975708008,-34.731658935546875,11.209836959838867
imply,V416,1a,(d) Other Passivizable,The allegation was implied by Marge,Marge implied the allegation,-21.326871871948242,-31.83244514465332,10.505573272705078
indicate,V417,1b,(d) Other Passivizable,The verdict was indicated by Marge,Marge indicated the verdict,-20.97538185119629,-30.335145950317383,9.359764099121094
inherit,V404,1b,(d) Other Passivizable,The mansion was inherited by Marge,Marge inherited the mansion,-21.797901153564453,-30.88953971862793,9.091638565063477
install,V002,1b,(a) Agent-Patient,The TV was installed by Marge,Marge installed the TV,-23.711803436279297,-31.21573257446289,7.503929138183594
invent,V075,1b,(a) Agent-Patient,The machine was invented by Marge,Marge invented the machine,-20.177034378051758,-27.186098098754883,7.009063720703125
justify,V408,1a,(d) Other Passivizable,The claim was justified by Marge,Marge justified the claim,-22.021652221679688,-27.89109992980957,5.869447708129883
keep,V041,1b,(a) Agent-Patient,The photograph was kept by Marge,Marge kept the photograph,-21.33812141418457,-30.010223388671875,8.672101974487305
knead,V076,1a,(a) Agent-Patient,The dough was kneaded by Marge,Marge kneaded the dough,-23.73175811767578,-34.87339782714844,11.141639709472656
knit,V070,1a,(a) Agent-Patient,The jumper was knitted by Marge,Marge knitted the jumper,-25.630935668945312,-35.153018951416016,9.522083282470703
lace,V050,1a,(a) Agent-Patient,The shoe was laced by Marge,Marge laced the shoe,-23.137828826904297,-33.44700622558594,10.30917739868164
learn,V037,1b,(a) Agent-Patient,The poem was learnt by Marge,Marge learnt the poem,-21.68439483642578,-32.990577697753906,11.306182861328125
lock,V051,1b,(a) Agent-Patient,The door was locked by Marge,Marge locked the door,-20.53300666809082,-30.370275497436523,9.837268829345703
make,V071,1b,(a) Agent-Patient,The dinner was made by Marge,Marge made the dinner,-19.626739501953125,-27.928884506225586,8.302145004272461
mash,V047,1b,(a) Agent-Patient,The potato was mashed by Marge,Marge mashed the potato,-24.13813591003418,-33.01640701293945,8.878271102905273
melt,V079,1b,(a) Agent-Patient,The butter was melted by Marge,Marge melted the butter,-22.33220863342285,-32.16804504394531,9.835836410522461
memorize,V038,1a,(a) Agent-Patient,The route was memorized by Marge,Marge memorized the route,-22.084997177124023,-32.66118621826172,10.576189041137695
mention,V104,1a,(a) Agent-Patient,The party was mentioned by Marge,Marge mentioned the party,-19.18018341064453,-28.161951065063477,8.981767654418945
mumble,V095,1a,(a) Agent-Patient,The apology was mumbled by Marge,Marge mumbled the apology,-24.684804916381836,-34.36488723754883,9.680082321166992
munch,V110,1b,(a) Agent-Patient,The chocolate was munched by Marge,Marge munched the chocolate,-24.09809684753418,-34.24614715576172,10.148050308227539
mutter,V096,1b,(a) Agent-Patient,The swear-word was muttered by Marge,Marge muttered the swear-word,-26.271041870117188,-35.79312515258789,9.522083282470703
need,V398,1b,(c) Experiencer-Theme,The water was needed by Marge,Marge needed the water,-20.1000919342041,-29.061132431030273,8.961040496826172
nibble,V111,1a,(a) Agent-Patient,The biscuit was nibbled by Marge,Marge nibbled the biscuit,-24.6297550201416,-35.05945587158203,10.42970085144043
discern,V395,1a,(c) Experiencer-Theme,The leader was nominated by Marge,Marge nominated the leader,-21.661569595336914,-28.62459373474121,6.963024139404297
nullify,V411,1b,(d) Other Passivizable,The attempt was nullified by Marge,Marge nullified the attempt,-22.227699279785156,-31.435087203979492,9.207387924194336
obscure,V418,1a,(d) Other Passivizable,The scandal was obscured by Marge,Marge obscured the scandal,-22.09244728088379,-30.9331111907959,8.84066390991211
own,V406,1b,(d) Other Passivizable,The computer was owned by Marge,Marge owned the computer,-20.21471405029297,-28.29680633544922,8.08209228515625
paint,V060,1b,(a) Agent-Patient,The ceiling was painted by Marge,Marge painted the ceiling,-21.025991439819336,-30.163484573364258,9.137493133544922
perform,V084,1a,(a) Agent-Patient,The play was performed by Marge,Marge performed the play,-20.380895614624023,-27.785259246826172,7.404363632202148
play,V085,1b,(a) Agent-Patient,The record was played by Marge,Marge played the record,-19.74182891845703,-28.174985885620117,8.433156967163086
pocket,V017,1b,(a) Agent-Patient,The money was pocketed by Marge,Marge pocketed the money,-20.83095932006836,-30.29255485534668,9.46159553527832
polish,V016,1a,(a) Agent-Patient,The medal was polished by Marge,Marge polished the medal,-23.102521896362305,-32.65769958496094,9.555177688598633
pop,V145,1a,(a) Agent-Patient,The balloon was popped by Marge,Marge popped the balloon,-22.72128677368164,-33.74476623535156,11.023479461669922
position,V003,1a,(a) Agent-Patient,The ornament was positioned by Marge,Marge positioned the ornament,-23.296619415283203,-32.22373580932617,8.927116394042969
possess,V407,1a,(d) Other Passivizable,The ticket was possessed by Marge,Marge possessed the ticket,-21.490571975708008,-29.839773178100586,8.349201202392578
post,V026,1a,(a) Agent-Patient,The letter was posted by Marge,Marge posted the letter,-19.89948272705078,-27.305349349975586,7.405866622924805
pot,V018,1a,(a) Agent-Patient,The ball was potted by Marge,Marge potted the ball,-22.330232620239258,-32.845481872558594,10.515249252319336
pour,V009,1a,(a) Agent-Patient,The coke was poured by Marge,Marge poured the coke,-23.458349227905273,-32.99874496459961,9.540395736694336
predict,V420,1a,(d) Other Passivizable,The outcome was predicted by Marge,Marge predicted the outcome,-20.24742317199707,-29.918481826782227,9.671058654785156
proclaim,V419,1b,(d) Other Passivizable,The truth was proclaimed by Marge,Marge proclaimed the truth,-20.460987091064453,-31.181983947753906,10.720996856689453
propose,V105,1b,(a) Agent-Patient,The toast was proposed by Marge,Marge proposed the toast,-21.506135940551758,-30.25177764892578,8.745641708374023
prove,V409,1b,(d) Other Passivizable,The theory was proven by Marge,Marge proved the theory,-20.490245819091797,-29.49184226989746,9.001596450805664
quote,V089,1a,(a) Agent-Patient,The speech was quoted by Marge,Marge quoted the speech,-21.354318618774414,-27.368221282958984,6.01390266418457
read,V090,1b,(a) Agent-Patient,The paper was read by Marge,Marge read the paper,-18.61817741394043,-29.580577850341797,10.962400436401367
receive,V400,1b,(d) Other Passivizable,The present was received by Marge,Marge received the present,-19.351531982421875,-29.65500831604004,10.303476333618164
recite,V091,1a,(a) Agent-Patient,The prayer was recited by Marge,Marge recited the prayer,-22.40180015563965,-32.92066955566406,10.518869400024414
repeat,V106,1a,(a) Agent-Patient,The claim was repeated by Marge,Marge repeated the claim,-20.50246810913086,-28.994216918945312,8.491748809814453
report,V107,1b,(a) Agent-Patient,The event was reported by Marge,Marge reported the event,-19.28630256652832,-27.014135360717773,7.727832794189453
reveal,V421,1b,(d) Other Passivizable,The decision was revealed by Marge,Marge revealed the decision,-19.57876968383789,-27.608999252319336,8.030229568481445
rinse,V022,1a,(a) Agent-Patient,The vase was rinsed by Marge,Marge rinsed the vase,-24.058151245117188,-35.35493850708008,11.29678726196289
rip,V128,1a,(a) Agent-Patient,The T-shirt was ripped by Marge,Marge ripped the T-shirt,-24.455411911010742,-33.22346878051758,8.768056869506836
roar,V097,1a,(a) Agent-Patient,The insult was roared by Marge,Marge roared the insult,-23.10735321044922,-33.57379150390625,10.466438293457031
row,V031,1b,(a) Agent-Patient,The boat was rowed by Marge,Marge rowed the boat,-22.894243240356445,-31.751155853271484,8.856912612915039
ruin,V123,1b,(a) Agent-Patient,The sofa was ruined by Marge,Marge ruined the sofa,-21.517086029052734,-31.179349899291992,9.662263870239258
sing,V086,1a,(a) Agent-Patient,The song was sung by Marge,Marge sang the song,-20.228504180908203,-27.975059509277344,7.746555328369141
saw,V044,1b,(a) Agent-Patient,The wood was sawn by Marge,Marge sawed the wood,-23.126750946044922,-33.09877395629883,9.972023010253906
scoop,V007,1a,(a) Agent-Patient,The ice-cream was scooped by Marge,Marge scooped the ice-cream,-25.398239135742188,-33.906436920166016,8.508197784423828
scream,V098,1b,(a) Agent-Patient,The warning was screamed by Marge,Marge screamed the warning,-22.88409423828125,-31.305835723876953,8.421741485595703
seal,V052,1a,(a) Agent-Patient,The envelope was sealed by Marge,Marge sealed the envelope,-21.607433319091797,-31.480485916137695,9.873052597045898
search,V087,1a,(a) Agent-Patient,The area was searched by Marge,Marge searched the area,-19.961130142211914,-30.709793090820312,10.748662948608398
seize,V036,1a,(a) Agent-Patient,The note was seized by Marge,Marge seized the note,-21.165576934814453,-28.78969383239746,7.624116897583008
send,V027,1b,(a) Agent-Patient,The parcel was sent by Marge,Marge sent the parcel,-20.957012176513672,-29.08313751220703,8.12612533569336
sew,V072,1a,(a) Agent-Patient,The cushion was sewn by Marge,Marge sewed the cushion,-24.907703399658203,-33.60847854614258,8.700775146484375
shatter,V129,1b,(a) Agent-Patient,The window was shattered by Marge,Marge shattered the window,-21.66637420654297,-29.673189163208008,8.006814956665039
shout,V099,1a,(a) Agent-Patient,The answer was shouted by Marge,Marge shouted the answer,-21.834245681762695,-31.3260440826416,9.491798400878906
shovel,V008,1b,(a) Agent-Patient,The snow was shovelled by Marge,Marge shovelled the snow,-23.4058780670166,-34.20392608642578,10.79804801940918
show,V422,1a,(d) Other Passivizable,The method was shown by Marge,Marge showed the method,-19.900096893310547,-28.37602424621582,8.475927352905273
shrink,V146,1b,(a) Agent-Patient,The sock was shrunk by Marge,Marge shrank the sock,-22.6844425201416,-32.89111328125,10.206670761108398
sign,V062,1b,(a) Agent-Patient,The sheet was signed by Marge,Marge signed the sheet,-21.468435287475586,-28.680227279663086,7.2117919921875
sip,V112,1b,(a) Agent-Patient,The drink was sipped by Marge,Marge sipped the drink,-23.78879165649414,-33.53718185424805,9.748390197753906
sketch,V064,1b,(a) Agent-Patient,The drawing was sketched by Marge,Marge sketched the drawing,-23.595565795898438,-31.88496971130371,8.289403915405273
slice,V048,1a,(a) Agent-Patient,The bread was sliced by Marge,Marge sliced the bread,-23.205245971679688,-32.165157318115234,8.959911346435547
slurp,V113,1a,(a) Agent-Patient,The soup was slurped by Marge,Marge slurped the soup,-24.16746711730957,-34.23593521118164,10.06846809387207
smash,V130,1a,(a) Agent-Patient,The plate was smashed by Marge,Marge smashed the plate,-20.97716522216797,-30.589616775512695,9.612451553344727
snap,V131,1b,(a) Agent-Patient,The ruler was snapped by Marge,Marge snapped the ruler,-21.970495223999023,-32.65352249145508,10.683027267456055
sell,V032,1b,(a) Agent-Patient,The car was sold by Marge,Marge sold the car,-19.560134887695312,-27.762422561645508,8.202287673950195
spill,V010,1b,(a) Agent-Patient,The juice was spilt by Marge,Marge spilt the juice,-24.5391845703125,-34.83206558227539,10.29288101196289
split,V132,1b,(a) Agent-Patient,The shirt was split by Marge,Marge split the shirt,-20.75189208984375,-30.985769271850586,10.233877182006836
stain,V014,1a,(a) Agent-Patient,The tablecloth was stained by Marge,Marge stained the tablecloth,-24.81439208984375,-32.57024002075195,7.755847930908203
stammer,V100,1b,(a) Agent-Patient,The apology was stammered by Marge,Marge stammered the apology,-23.218523025512695,-34.068050384521484,10.849527359008789
staple,V053,1b,(a) Agent-Patient,The paper was stapled by Marge,Marge stapled the paper,-20.857391357421875,-33.084503173828125,12.22711181640625
start,V152,1a,(a) Agent-Patient,The game was started by Marge,Marge started the game,-18.431018829345703,-28.040145874023438,9.609127044677734
steal,V024,1a,(a) Agent-Patient,The necklace was stolen by Marge,Marge stole the necklace,-21.83366584777832,-29.992277145385742,8.158611297607422
store,V042,1a,(a) Agent-Patient,The food was stored by Marge,Marge stored the food,-21.19782257080078,-28.542415618896484,7.344593048095703
study,V039,1a,(a) Agent-Patient,The book was studied by Marge,Marge studied the book,-19.037742614746094,-29.3076171875,10.269874572753906
succumb to,V403,1a,(d) Other Passivizable,The disease was succumbed to by Marge,Marge succumbed to the disease,-21.32944107055664,-33.785091400146484,12.455650329589844
suck,V114,1b,(a) Agent-Patient,The sweet was sucked by Marge,Marge sucked the sweet,-21.939739227294922,-33.40259552001953,11.46285629272461
suggest,V423,1b,(d) Other Passivizable,The visit was suggested by Marge,Marge suggested the visit,-20.451637268066406,-28.777387619018555,8.325750350952148
swallow,V117,1a,(a) Agent-Patient,The gum was swallowed by Marge,Marge swallowed the gum,-23.267208099365234,-34.21713638305664,10.949928283691406
sweep,V023,1b,(a) Agent-Patient,The floor was swept by Marge,Marge swept the floor,-20.149932861328125,-31.19548797607422,11.045555114746094
taste,V397,1a,(c) Experiencer-Theme,The soup was tasted by Marge,Marge tasted the soup,-22.53628158569336,-33.197139739990234,10.660858154296875
tie,V054,1a,(a) Agent-Patient,The shoelace was tied by Marge,Marge tied the shoelace,-23.801979064941406,-32.04890060424805,8.24692153930664
toast,V142,1b,(a) Agent-Patient,The bread was toasted by Marge,Marge toasted the bread,-21.96539878845215,-33.46745300292969,11.502054214477539
tell,V092,1a,(a) Agent-Patient,The story was told by Marge,Marge told the story,-17.799461364746094,-27.468244552612305,9.668783187866211
take,V025,1b,(a) Agent-Patient,The money was taken by Marge,Marge took the money,-18.742584228515625,-26.713193893432617,7.970609664916992
tear,V133,1a,(a) Agent-Patient,The magazine was torn by Marge,Marge tore the magazine,-21.284456253051758,-29.557775497436523,8.273319244384766
twist,V012,1a,(a) Agent-Patient,The handle was twisted by Marge,Marge twisted the handle,-22.230924606323242,-32.098384857177734,9.867460250854492
type,V065,1a,(a) Agent-Patient,The list was typed by Marge,Marge typed the list,-21.16499900817871,-32.155540466308594,10.990541458129883
unbolt,V057,1a,(a) Agent-Patient,The gate was unbolted by Marge,Marge unbolted the gate,-23.498443603515625,-34.652435302734375,11.15399169921875
undergo,V402,1b,(d) Other Passivizable,The surgery was undergone by Marge,Marge underwent the surgery,-21.636974334716797,-33.0213508605957,11.384376525878906
unlock,V058,1b,(a) Agent-Patient,The door was unlocked by Marge,Marge unlocked the door,-20.512287139892578,-31.460681915283203,10.948394775390625
unzip,V059,1a,(a) Agent-Patient,The case was unzipped by Marge,Marge unzipped the case,-20.602602005004883,-32.164817810058594,11.562215805053711
varnish,V061,1a,(a) Agent-Patient,The chair was varnished by Marge,Marge varnished the chair,-23.76953125,-34.522361755371094,10.752830505371094
want,V399,1a,(c) Experiencer-Theme,The cake was wanted by Marge,Marge wanted the cake,-20.616369247436523,-31.233930587768555,10.617561340332031
fit,V446,1a,(e) Non-Passivizable,Marge was fitted by the dress,The dress fitted Marge,-27.025089263916016,-25.751277923583984,-1.2738113403320312
whisper,V101,1a,(a) Agent-Patient,The reply was whispered by Marge,Marge whispered the reply,-21.968324661254883,-32.69979476928711,10.731470108032227
wreck,V124,1a,(a) Agent-Patient,The shop was wrecked by Marge,Marge wrecked the shop,-21.020605087280273,-30.555580139160156,9.534975051879883
write,V066,1b,(a) Agent-Patient,The novel was written by Marge,Marge wrote the novel,-20.004053115844727,-27.128498077392578,7.124444961547852
yell,V102,1b,(a) Agent-Patient,The news was yelled by Marge,Marge yelled the news,-20.415010452270508,-31.78419303894043,11.369182586669922
zip,V055,1b,(a) Agent-Patient,The jacket was zipped by Marge,Marge zipped the jacket,-23.874797821044922,-33.523109436035156,9.648311614990234
contain,V433,1a,(d) Other Passivizable,Milk was contained by the bottle,The bottle contained milk,-25.119495391845703,-25.946496963500977,0.8270015716552734
contain,V433,1b,(d) Other Passivizable,Milk was contained by the bottle,The bottle contained milk,-25.119495391845703,-25.946496963500977,0.8270015716552734
"sleep (i.e., hold enough sleeping space for)",V452,2a,(e) Non-Passivizable,One family was slept by the tent,The tent slept one family,-27.998958587646484,-30.483549118041992,2.484590530395508
"sleep (i.e., hold enough sleeping space for)",V452,2b,(e) Non-Passivizable,One family was slept by the tent,The tent slept one family,-27.998958587646484,-30.483549118041992,2.484590530395508
sprout,V472,1a,(e) Non-Passivizable,Plants were sprouted by the soil,The soil sprouted plants,-26.122615814208984,-27.489601135253906,1.3669853210449219
sprout,V472,1b,(e) Non-Passivizable,Plants were sprouted by the soil,The soil sprouted plants,-26.122615814208984,-27.489601135253906,1.3669853210449219
drip,V463,2a,(e) Non-Passivizable,Rainwater was dripped by the roof,The roof dripped rainwater,-27.579708099365234,-27.34357452392578,-0.23613357543945312
drip,V463,2b,(e) Non-Passivizable,Rainwater was dripped by the roof,The roof dripped rainwater,-27.579708099365234,-27.34357452392578,-0.23613357543945312
surround,V430,2a,(d) Other Passivizable,The village was surounded by roads,Roads surrounded the village,-20.531774520874023,-32.296974182128906,11.765199661254883
surround,V430,2b,(d) Other Passivizable,The village was surounded by roads,Roads surrounded the village,-20.531774520874023,-32.296974182128906,11.765199661254883
house,V449,2a,(e) Non-Passivizable,Six people were housed by the cottage,The cottage housed six people,-27.70665740966797,-27.093576431274414,-0.6130809783935547
house,V449,2b,(e) Non-Passivizable,Six people were housed by the cottage,The cottage housed six people,-27.70665740966797,-27.093576431274414,-0.6130809783935547
have,V455,2a,(e) Non-Passivizable,Six seats were had by the car,The car had six seats,-23.890703201293945,-27.671836853027344,3.7811336517333984
have,V455,2b,(e) Non-Passivizable,Six seats were had by the car,The car had six seats,-23.890703201293945,-27.671836853027344,3.7811336517333984
ooze,V467,2a,(e) Non-Passivizable,Slime was oozed by the bucket,The bucket oozed slime,-27.270341873168945,-27.696104049682617,0.4257621765136719
ooze,V467,2b,(e) Non-Passivizable,Slime was oozed by the bucket,The bucket oozed slime,-27.270341873168945,-27.696104049682617,0.4257621765136719
belch,V460,1a,(e) Non-Passivizable,Smoke was belched by the chimney,The chimney belched smoke,-27.603981018066406,-28.91222381591797,1.3082427978515625
belch,V460,1b,(e) Non-Passivizable,Smoke was belched by the chimney,The chimney belched smoke,-27.603981018066406,-28.91222381591797,1.3082427978515625
puff,V468,1a,(e) Non-Passivizable,Smoke was puffed by the chimney,The chimney puffed smoke,-27.27076530456543,-28.579008102416992,1.3082427978515625
puff,V468,1b,(e) Non-Passivizable,Smoke was puffed by the chimney,The chimney puffed smoke,-27.27076530456543,-28.579008102416992,1.3082427978515625
cap,V428,2a,(d) Other Passivizable,The hillside was capped by snow,Snow capped the hillside,-24.44322395324707,-32.23357391357422,7.790349960327148
cap,V428,2b,(d) Other Passivizable,The hillside was capped by snow,Snow capped the hillside,-24.44322395324707,-32.23357391357422,7.790349960327148
cap,V428,1a,(d) Other Passivizable,The mountain was capped by snow,Snow capped the mountain,-21.672866821289062,-30.848669052124023,9.175802230834961
cap,V428,1b,(d) Other Passivizable,The mountain was capped by snow,Snow capped the mountain,-21.672866821289062,-30.848669052124023,9.175802230834961
spew,V470,1a,(e) Non-Passivizable,Steam was spewed by the geyser,The geyser spewed steam,-27.04448127746582,-27.821081161499023,0.7765998840332031
spew,V470,1b,(e) Non-Passivizable,Steam was spewed by the geyser,The geyser spewed steam,-27.04448127746582,-27.821081161499023,0.7765998840332031
"serve (i.e., be enough food for)",V451,2a,(e) Non-Passivizable,Ten people were served by the stew,The stew served ten people,-28.155399322509766,-25.84136390686035,-2.314035415649414
"serve (i.e., be enough food for)",V451,2b,(e) Non-Passivizable,Ten people were served by the stew,The stew served ten people,-28.155399322509766,-25.84136390686035,-2.314035415649414
play,V085,2b,(a) Agent-Patient,The DVD was played by Wendy,Wendy played the DVD,-23.025405883789062,-31.04072380065918,8.015317916870117
crease,V134,2a,(a) Agent-Patient,The T-shirt was creased by Wendy,Wendy creased the T-shirt,-26.536846160888672,-36.058929443359375,9.522083282470703
justify,V408,2a,(d) Other Passivizable,The action was justified by Wendy,Wendy justified the action,-21.737836837768555,-27.803977966308594,6.066141128540039
confirm,V413,2b,(d) Other Passivizable,The allegation was confirmed by Wendy,Wendy confirmed the allegation,-20.327688217163086,-30.191083908081055,9.863395690917969
imply,V416,2a,(d) Other Passivizable,The answer was implied by Wendy,Wendy implied the answer,-20.57296371459961,-29.93389320373535,9.360929489135742
