Verb,Vno,Set,VtypeNEW,passive,active,active_score,passive_score,pass_drop
dump,V005,1a,(a) Agent-Patient,The rubbish was dumped by Marge,Marge dumped the rubbish,-22.75943946838379,-31.17159652709961,8.41215705871582
earn,V034,1b,(a) Agent-Patient,The reward was earned by Marge,Marge earned the reward,-20.769290924072266,-29.817352294921875,9.04806137084961
empty,V021,1b,(a) Agent-Patient,The bin was emptied by Marge,Marge emptied the bin,-21.914913177490234,-30.308483123779297,8.393569946289062
end,V150,1a,(a) Agent-Patient,The conversation was ended by Marge,Marge ended the conversation,-18.2144775390625,-30.779733657836914,12.565256118774414
explain,V415,1b,(d) Other Passivizable,The problem was explained by Marge,Marge explained the problem,-20.38150405883789,-28.279359817504883,7.897855758666992
exterminate,V122,1a,(a) Agent-Patient,The insect was exterminated by Marge,Marge exterminated the insect,-25.151784896850586,-34.645591735839844,9.493806838989258
feel,V396,1b,(c) Experiencer-Theme,The earthquake was felt by Marge,Marge felt the earthquake,-20.8400936126709,-29.65845489501953,8.818361282348633
fill,V013,1b,(a) Agent-Patient,The cup was filled by Marge,Marge filled the cup,-20.081296920776367,-29.338577270507812,9.257280349731445
finish,V151,1b,(a) Agent-Patient,The crossword was finished by Marge,Marge finished the crossword,-22.69917106628418,-31.73855209350586,9.03938102722168
fold,V136,1b,(a) Agent-Patient,The map was folded by Marge,Marge folded the map,-21.36208724975586,-31.80953598022461,10.44744873046875
fry,V140,1b,(a) Agent-Patient,The breakfast was fried by Marge,Marge fried the breakfast,-22.672508239746094,-32.21220397949219,9.539695739746094
freeze,V078,1a,(a) Agent-Patient,The lolly was frozen by Marge,Marge froze the lolly,-24.6545352935791,-32.5289421081543,7.874406814575195
gobble,V115,1a,(a) Agent-Patient,The donut was gobbled by Marge,Marge gobbled the donut,-24.990686416625977,-34.981624603271484,9.990938186645508
get,V405,1a,(d) Other Passivizable,The present was got by Marge,Marge got the present,-20.042217254638672,-31.1883487701416,11.14613151550293
grow,V069,1b,(a) Agent-Patient,The flower was grown by Marge,Marge grew the flower,-22.56291389465332,-31.864343643188477,9.301429748535156
grill,V141,1a,(a) Agent-Patient,The bacon was grilled by Marge,Marge grilled the bacon,-22.444530487060547,-32.55382537841797,10.109294891357422
grip,V040,1b,(a) Agent-Patient,The handrail was gripped by Marge,Marge gripped the handrail,-23.46269416809082,-33.40740203857422,9.944707870483398
growl,V094,1b,(a) Agent-Patient,The threat was growled by Marge,Marge growled the threat,-22.2883358001709,-32.968170166015625,10.679834365844727
guzzle,V116,1b,(a) Agent-Patient,The beer was guzzled by Marge,Marge guzzled the beer,-23.558433532714844,-33.79335403442383,10.234920501708984
hammer,V006,1b,(a) Agent-Patient,The nail was hammered by Marge,Marge hammered the nail,-22.741100311279297,-30.627622604370117,7.88652229309082
heat,V144,1b,(a) Agent-Patient,The tea was heated by Marge,Marge heated the tea,-22.38831329345703,-30.29593849182129,7.907625198364258
hum,V083,1b,(a) Agent-Patient,The tune was hummed by Marge,Marge hummed the tune,-24.17766571044922,-34.168827056884766,9.991161346435547
imply,V416,1a,(d) Other Passivizable,The allegation was implied by Marge,Marge implied the allegation,-21.17055892944336,-31.619915008544922,10.449356079101562
indicate,V417,1b,(d) Other Passivizable,The verdict was indicated by Marge,Marge indicated the verdict,-20.722278594970703,-30.317319869995117,9.595041275024414
inherit,V404,1b,(d) Other Passivizable,The mansion was inherited by Marge,Marge inherited the mansion,-21.620929718017578,-31.229276657104492,9.608346939086914
install,V002,1b,(a) Agent-Patient,The TV was installed by Marge,Marge installed the TV,-23.502700805664062,-30.50281524658203,7.000114440917969
invent,V075,1b,(a) Agent-Patient,The machine was invented by Marge,Marge invented the machine,-18.86685562133789,-26.88799285888672,8.021137237548828
justify,V408,1a,(d) Other Passivizable,The claim was justified by Marge,Marge justified the claim,-22.186004638671875,-27.99843406677246,5.812429428100586
keep,V041,1b,(a) Agent-Patient,The photograph was kept by Marge,Marge kept the photograph,-20.971261978149414,-29.773231506347656,8.801969528198242
knead,V076,1a,(a) Agent-Patient,The dough was kneaded by Marge,Marge kneaded the dough,-23.70153045654297,-34.42775344848633,10.72622299194336
knit,V070,1a,(a) Agent-Patient,The jumper was knitted by Marge,Marge knitted the jumper,-25.298992156982422,-34.79280090332031,9.49380874633789
lace,V050,1a,(a) Agent-Patient,The shoe was laced by Marge,Marge laced the shoe,-23.0648193359375,-33.18463134765625,10.11981201171875
learn,V037,1b,(a) Agent-Patient,The poem was learnt by Marge,Marge learnt the poem,-21.55756378173828,-32.66191101074219,11.104347229003906
lock,V051,1b,(a) Agent-Patient,The door was locked by Marge,Marge locked the door,-18.574050903320312,-30.375810623168945,11.801759719848633
make,V071,1b,(a) Agent-Patient,The dinner was made by Marge,Marge made the dinner,-19.889114379882812,-27.935304641723633,8.04619026184082
mash,V047,1b,(a) Agent-Patient,The potato was mashed by Marge,Marge mashed the potato,-23.83335304260254,-32.74177551269531,8.908422470092773
melt,V079,1b,(a) Agent-Patient,The butter was melted by Marge,Marge melted the butter,-22.359294891357422,-31.969154357910156,9.609859466552734
memorize,V038,1a,(a) Agent-Patient,The route was memorized by Marge,Marge memorized the route,-22.178335189819336,-32.89335250854492,10.715017318725586
mention,V104,1a,(a) Agent-Patient,The party was mentioned by Marge,Marge mentioned the party,-19.747207641601562,-27.98634147644043,8.239133834838867
mumble,V095,1a,(a) Agent-Patient,The apology was mumbled by Marge,Marge mumbled the apology,-24.338207244873047,-34.039791107177734,9.701583862304688
munch,V110,1b,(a) Agent-Patient,The chocolate was munched by Marge,Marge munched the chocolate,-23.803495407104492,-33.94151306152344,10.138017654418945
mutter,V096,1b,(a) Agent-Patient,The swear-word was muttered by Marge,Marge muttered the swear-word,-25.966938018798828,-35.46074676513672,9.49380874633789
need,V398,1b,(c) Experiencer-Theme,The water was needed by Marge,Marge needed the water,-20.456871032714844,-29.121599197387695,8.664728164672852
nibble,V111,1a,(a) Agent-Patient,The biscuit was nibbled by Marge,Marge nibbled the biscuit,-24.80184555053711,-34.684486389160156,9.882640838623047
discern,V395,1a,(c) Experiencer-Theme,The leader was nominated by Marge,Marge nominated the leader,-22.14226722717285,-28.857376098632812,6.715108871459961
nullify,V411,1b,(d) Other Passivizable,The attempt was nullified by Marge,Marge nullified the attempt,-22.2673282623291,-31.022064208984375,8.754735946655273
obscure,V418,1a,(d) Other Passivizable,The scandal was obscured by Marge,Marge obscured the scandal,-22.249784469604492,-30.874086380004883,8.62430191040039
own,V406,1b,(d) Other Passivizable,The computer was owned by Marge,Marge owned the computer,-20.389280319213867,-28.125646591186523,7.736366271972656
paint,V060,1b,(a) Agent-Patient,The ceiling was painted by Marge,Marge painted the ceiling,-21.173276901245117,-30.151813507080078,8.978536605834961
perform,V084,1a,(a) Agent-Patient,The play was performed by Marge,Marge performed the play,-20.595054626464844,-28.008371353149414,7.41331672668457
play,V085,1b,(a) Agent-Patient,The record was played by Marge,Marge played the record,-20.268104553222656,-27.614105224609375,7.346000671386719
pocket,V017,1b,(a) Agent-Patient,The money was pocketed by Marge,Marge pocketed the money,-19.180320739746094,-30.20147705078125,11.021156311035156
polish,V016,1a,(a) Agent-Patient,The medal was polished by Marge,Marge polished the medal,-23.386619567871094,-32.261165618896484,8.87454605102539
pop,V145,1a,(a) Agent-Patient,The balloon was popped by Marge,Marge popped the balloon,-22.70585823059082,-33.303680419921875,10.597822189331055
position,V003,1a,(a) Agent-Patient,The ornament was positioned by Marge,Marge positioned the ornament,-23.14942169189453,-31.87141990661621,8.72199821472168
possess,V407,1a,(d) Other Passivizable,The ticket was possessed by Marge,Marge possessed the ticket,-21.374753952026367,-29.820091247558594,8.445337295532227
post,V026,1a,(a) Agent-Patient,The letter was posted by Marge,Marge posted the letter,-20.310190200805664,-26.636920928955078,6.326730728149414
pot,V018,1a,(a) Agent-Patient,The ball was potted by Marge,Marge potted the ball,-22.656639099121094,-32.63595962524414,9.979320526123047
pour,V009,1a,(a) Agent-Patient,The coke was poured by Marge,Marge poured the coke,-23.315929412841797,-32.74486541748047,9.428936004638672
predict,V420,1a,(d) Other Passivizable,The outcome was predicted by Marge,Marge predicted the outcome,-20.646194458007812,-30.00629425048828,9.360099792480469
proclaim,V419,1b,(d) Other Passivizable,The truth was proclaimed by Marge,Marge proclaimed the truth,-21.002506256103516,-31.198184967041016,10.1956787109375
propose,V105,1b,(a) Agent-Patient,The toast was proposed by Marge,Marge proposed the toast,-21.682432174682617,-29.539875030517578,7.857442855834961
prove,V409,1b,(d) Other Passivizable,The theory was proven by Marge,Marge proved the theory,-20.67984390258789,-28.759105682373047,8.079261779785156
quote,V089,1a,(a) Agent-Patient,The speech was quoted by Marge,Marge quoted the speech,-21.205076217651367,-27.593463897705078,6.388387680053711
read,V090,1b,(a) Agent-Patient,The paper was read by Marge,Marge read the paper,-18.28369903564453,-28.055023193359375,9.771324157714844
receive,V400,1b,(d) Other Passivizable,The present was received by Marge,Marge received the present,-20.123212814331055,-28.375614166259766,8.252401351928711
recite,V091,1a,(a) Agent-Patient,The prayer was recited by Marge,Marge recited the prayer,-22.56621551513672,-32.58074188232422,10.0145263671875
repeat,V106,1a,(a) Agent-Patient,The claim was repeated by Marge,Marge repeated the claim,-18.963565826416016,-29.219730377197266,10.25616455078125
report,V107,1b,(a) Agent-Patient,The event was reported by Marge,Marge reported the event,-20.072181701660156,-28.123552322387695,8.051370620727539
reveal,V421,1b,(d) Other Passivizable,The decision was revealed by Marge,Marge revealed the decision,-20.120893478393555,-28.09873390197754,7.977840423583984
rinse,V022,1a,(a) Agent-Patient,The vase was rinsed by Marge,Marge rinsed the vase,-23.813705444335938,-35.01136779785156,11.197662353515625
rip,V128,1a,(a) Agent-Patient,The T-shirt was ripped by Marge,Marge ripped the T-shirt,-24.12801742553711,-33.11556625366211,8.987548828125
roar,V097,1a,(a) Agent-Patient,The insult was roared by Marge,Marge roared the insult,-22.84380531311035,-33.197120666503906,10.353315353393555
row,V031,1b,(a) Agent-Patient,The boat was rowed by Marge,Marge rowed the boat,-23.18748664855957,-31.622581481933594,8.435094833374023
ruin,V123,1b,(a) Agent-Patient,The sofa was ruined by Marge,Marge ruined the sofa,-21.548526763916016,-30.77981185913086,9.231285095214844
sing,V086,1a,(a) Agent-Patient,The song was sung by Marge,Marge sang the song,-20.629871368408203,-28.914020538330078,8.284149169921875
saw,V044,1b,(a) Agent-Patient,The wood was sawn by Marge,Marge sawed the wood,-23.05846405029297,-32.98584747314453,9.927383422851562
scoop,V007,1a,(a) Agent-Patient,The ice-cream was scooped by Marge,Marge scooped the ice-cream,-25.056655883789062,-33.65740203857422,8.600746154785156
scream,V098,1b,(a) Agent-Patient,The warning was screamed by Marge,Marge screamed the warning,-22.67413330078125,-31.297290802001953,8.623157501220703
seal,V052,1a,(a) Agent-Patient,The envelope was sealed by Marge,Marge sealed the envelope,-21.5855655670166,-31.449975967407227,9.864410400390625
search,V087,1a,(a) Agent-Patient,The area was searched by Marge,Marge searched the area,-20.742456436157227,-30.57145118713379,9.828994750976562
seize,V036,1a,(a) Agent-Patient,The note was seized by Marge,Marge seized the note,-20.90345001220703,-28.177650451660156,7.274200439453125
send,V027,1b,(a) Agent-Patient,The parcel was sent by Marge,Marge sent the parcel,-20.765865325927734,-28.941131591796875,8.17526626586914
sew,V072,1a,(a) Agent-Patient,The cushion was sewn by Marge,Marge sewed the cushion,-24.618135452270508,-33.35389709472656,8.735761642456055
shatter,V129,1b,(a) Agent-Patient,The window was shattered by Marge,Marge shattered the window,-22.069055557250977,-29.402360916137695,7.333305358886719
shout,V099,1a,(a) Agent-Patient,The answer was shouted by Marge,Marge shouted the answer,-22.411598205566406,-31.2686710357666,8.857072830200195
shovel,V008,1b,(a) Agent-Patient,The snow was shovelled by Marge,Marge shovelled the snow,-23.523296356201172,-33.88568115234375,10.362384796142578
show,V422,1a,(d) Other Passivizable,The method was shown by Marge,Marge showed the method,-20.229679107666016,-28.384353637695312,8.154674530029297
shrink,V146,1b,(a) Agent-Patient,The sock was shrunk by Marge,Marge shrank the sock,-22.703672409057617,-32.53649139404297,9.832818984985352
sign,V062,1b,(a) Agent-Patient,The sheet was signed by Marge,Marge signed the sheet,-21.344646453857422,-28.769786834716797,7.425140380859375
sip,V112,1b,(a) Agent-Patient,The drink was sipped by Marge,Marge sipped the drink,-23.512086868286133,-33.14308166503906,9.63099479675293
sketch,V064,1b,(a) Agent-Patient,The drawing was sketched by Marge,Marge sketched the drawing,-23.80305290222168,-32.14350128173828,8.340448379516602
slice,V048,1a,(a) Agent-Patient,The bread was sliced by Marge,Marge sliced the bread,-22.979454040527344,-32.01768493652344,9.038230895996094
slurp,V113,1a,(a) Agent-Patient,The soup was slurped by Marge,Marge slurped the soup,-23.946428298950195,-33.95167922973633,10.005250930786133
smash,V130,1a,(a) Agent-Patient,The plate was smashed by Marge,Marge smashed the plate,-21.456443786621094,-30.489116668701172,9.032672882080078
snap,V131,1b,(a) Agent-Patient,The ruler was snapped by Marge,Marge snapped the ruler,-22.164562225341797,-32.249454498291016,10.084892272949219
sell,V032,1b,(a) Agent-Patient,The car was sold by Marge,Marge sold the car,-19.965835571289062,-27.670387268066406,7.704551696777344
spill,V010,1b,(a) Agent-Patient,The juice was spilt by Marge,Marge spilt the juice,-24.274158477783203,-34.415504455566406,10.141345977783203
split,V132,1b,(a) Agent-Patient,The shirt was split by Marge,Marge split the shirt,-20.794740676879883,-30.814849853515625,10.020109176635742
stain,V014,1a,(a) Agent-Patient,The tablecloth was stained by Marge,Marge stained the tablecloth,-24.594696044921875,-32.38011932373047,7.785423278808594
stammer,V100,1b,(a) Agent-Patient,The apology was stammered by Marge,Marge stammered the apology,-22.923429489135742,-33.700199127197266,10.776769638061523
staple,V053,1b,(a) Agent-Patient,The paper was stapled by Marge,Marge stapled the paper,-21.3563289642334,-33.08558654785156,11.729257583618164
start,V152,1a,(a) Agent-Patient,The game was started by Marge,Marge started the game,-18.08348274230957,-26.969280242919922,8.885797500610352
steal,V024,1a,(a) Agent-Patient,The necklace was stolen by Marge,Marge stole the necklace,-21.608673095703125,-29.481414794921875,7.87274169921875
store,V042,1a,(a) Agent-Patient,The food was stored by Marge,Marge stored the food,-21.396272659301758,-26.340789794921875,4.944517135620117
study,V039,1a,(a) Agent-Patient,The book was studied by Marge,Marge studied the book,-19.279460906982422,-28.671884536743164,9.392423629760742
succumb to,V403,1a,(d) Other Passivizable,The disease was succumbed to by Marge,Marge succumbed to the disease,-22.035905838012695,-33.80775451660156,11.771848678588867
suck,V114,1b,(a) Agent-Patient,The sweet was sucked by Marge,Marge sucked the sweet,-22.01306915283203,-32.9763069152832,10.963237762451172
suggest,V423,1b,(d) Other Passivizable,The visit was suggested by Marge,Marge suggested the visit,-20.577499389648438,-28.018827438354492,7.441328048706055
swallow,V117,1a,(a) Agent-Patient,The gum was swallowed by Marge,Marge swallowed the gum,-23.230297088623047,-33.84435272216797,10.614055633544922
sweep,V023,1b,(a) Agent-Patient,The floor was swept by Marge,Marge swept the floor,-21.04828453063965,-30.831640243530273,9.783355712890625
taste,V397,1a,(c) Experiencer-Theme,The soup was tasted by Marge,Marge tasted the soup,-22.410390853881836,-32.88167953491211,10.471288681030273
tie,V054,1a,(a) Agent-Patient,The shoelace was tied by Marge,Marge tied the shoelace,-23.520681381225586,-31.383243560791016,7.86256217956543
toast,V142,1b,(a) Agent-Patient,The bread was toasted by Marge,Marge toasted the bread,-21.771678924560547,-33.170108795166016,11.398429870605469
tell,V092,1a,(a) Agent-Patient,The story was told by Marge,Marge told the story,-17.50312614440918,-27.346500396728516,9.843374252319336
take,V025,1b,(a) Agent-Patient,The money was taken by Marge,Marge took the money,-18.33660888671875,-27.059947967529297,8.723339080810547
tear,V133,1a,(a) Agent-Patient,The magazine was torn by Marge,Marge tore the magazine,-21.581357955932617,-29.115434646606445,7.534076690673828
twist,V012,1a,(a) Agent-Patient,The handle was twisted by Marge,Marge twisted the handle,-22.489276885986328,-31.83176040649414,9.342483520507812
type,V065,1a,(a) Agent-Patient,The list was typed by Marge,Marge typed the list,-21.646602630615234,-31.767648696899414,10.12104606628418
unbolt,V057,1a,(a) Agent-Patient,The gate was unbolted by Marge,Marge unbolted the gate,-23.762969970703125,-34.221248626708984,10.45827865600586
undergo,V402,1b,(d) Other Passivizable,The surgery was undergone by Marge,Marge underwent the surgery,-21.52472496032715,-32.87189483642578,11.347169876098633
unlock,V058,1b,(a) Agent-Patient,The door was unlocked by Marge,Marge unlocked the door,-17.84899139404297,-31.28704261779785,13.438051223754883
unzip,V059,1a,(a) Agent-Patient,The case was unzipped by Marge,Marge unzipped the case,-21.54126739501953,-31.94439697265625,10.403129577636719
varnish,V061,1a,(a) Agent-Patient,The chair was varnished by Marge,Marge varnished the chair,-23.851791381835938,-34.054622650146484,10.202831268310547
want,V399,1a,(c) Experiencer-Theme,The cake was wanted by Marge,Marge wanted the cake,-20.711536407470703,-30.733112335205078,10.021575927734375
fit,V446,1a,(e) Non-Passivizable,Marge was fitted by the dress,The dress fitted Marge,-26.86681365966797,-26.31064796447754,-0.5561656951904297
whisper,V101,1a,(a) Agent-Patient,The reply was whispered by Marge,Marge whispered the reply,-21.661029815673828,-32.645751953125,10.984722137451172
wreck,V124,1a,(a) Agent-Patient,The shop was wrecked by Marge,Marge wrecked the shop,-21.160531997680664,-30.68715476989746,9.526622772216797
write,V066,1b,(a) Agent-Patient,The novel was written by Marge,Marge wrote the novel,-20.214452743530273,-25.806364059448242,5.591911315917969
yell,V102,1b,(a) Agent-Patient,The news was yelled by Marge,Marge yelled the news,-20.84975814819336,-31.50157928466797,10.65182113647461
zip,V055,1b,(a) Agent-Patient,The jacket was zipped by Marge,Marge zipped the jacket,-23.583942413330078,-33.19525909423828,9.611316680908203
contain,V433,1a,(d) Other Passivizable,Milk was contained by the bottle,The bottle contained milk,-24.819875717163086,-23.76597785949707,-1.0538978576660156
contain,V433,1b,(d) Other Passivizable,Milk was contained by the bottle,The bottle contained milk,-24.819875717163086,-23.76597785949707,-1.0538978576660156
"sleep (i.e., hold enough sleeping space for)",V452,2a,(e) Non-Passivizable,One family was slept by the tent,The tent slept one family,-27.498140335083008,-30.896379470825195,3.3982391357421875
"sleep (i.e., hold enough sleeping space for)",V452,2b,(e) Non-Passivizable,One family was slept by the tent,The tent slept one family,-27.498140335083008,-30.896379470825195,3.3982391357421875
sprout,V472,1a,(e) Non-Passivizable,Plants were sprouted by the soil,The soil sprouted plants,-25.949995040893555,-28.150100708007812,2.200105667114258
sprout,V472,1b,(e) Non-Passivizable,Plants were sprouted by the soil,The soil sprouted plants,-25.949995040893555,-28.150100708007812,2.200105667114258
drip,V463,2a,(e) Non-Passivizable,Rainwater was dripped by the roof,The roof dripped rainwater,-27.39699935913086,-28.326160430908203,0.9291610717773438
drip,V463,2b,(e) Non-Passivizable,Rainwater was dripped by the roof,The roof dripped rainwater,-27.39699935913086,-28.326160430908203,0.9291610717773438
surround,V430,2a,(d) Other Passivizable,The village was surounded by roads,Roads surrounded the village,-18.919069290161133,-31.823484420776367,12.904415130615234
surround,V430,2b,(d) Other Passivizable,The village was surounded by roads,Roads surrounded the village,-18.919069290161133,-31.823484420776367,12.904415130615234
house,V449,2a,(e) Non-Passivizable,Six people were housed by the cottage,The cottage housed six people,-27.541587829589844,-28.155778884887695,0.6141910552978516
house,V449,2b,(e) Non-Passivizable,Six people were housed by the cottage,The cottage housed six people,-27.541587829589844,-28.155778884887695,0.6141910552978516
have,V455,2a,(e) Non-Passivizable,Six seats were had by the car,The car had six seats,-23.75269317626953,-25.826873779296875,2.0741806030273438
have,V455,2b,(e) Non-Passivizable,Six seats were had by the car,The car had six seats,-23.75269317626953,-25.826873779296875,2.0741806030273438
ooze,V467,2a,(e) Non-Passivizable,Slime was oozed by the bucket,The bucket oozed slime,-27.115413665771484,-27.794723510742188,0.6793098449707031
ooze,V467,2b,(e) Non-Passivizable,Slime was oozed by the bucket,The bucket oozed slime,-27.115413665771484,-27.794723510742188,0.6793098449707031
belch,V460,1a,(e) Non-Passivizable,Smoke was belched by the chimney,The chimney belched smoke,-27.519222259521484,-29.115617752075195,1.596395492553711
belch,V460,1b,(e) Non-Passivizable,Smoke was belched by the chimney,The chimney belched smoke,-27.519222259521484,-29.115617752075195,1.596395492553711
puff,V468,1a,(e) Non-Passivizable,Smoke was puffed by the chimney,The chimney puffed smoke,-27.167800903320312,-28.764196395874023,1.596395492553711
puff,V468,1b,(e) Non-Passivizable,Smoke was puffed by the chimney,The chimney puffed smoke,-27.167800903320312,-28.764196395874023,1.596395492553711
cap,V428,2a,(d) Other Passivizable,The hillside was capped by snow,Snow capped the hillside,-24.220979690551758,-31.88866424560547,7.667684555053711
cap,V428,2b,(d) Other Passivizable,The hillside was capped by snow,Snow capped the hillside,-24.220979690551758,-31.88866424560547,7.667684555053711
cap,V428,1a,(d) Other Passivizable,The mountain was capped by snow,Snow capped the mountain,-21.946372985839844,-30.447120666503906,8.500747680664062
cap,V428,1b,(d) Other Passivizable,The mountain was capped by snow,Snow capped the mountain,-21.946372985839844,-30.447120666503906,8.500747680664062
spew,V470,1a,(e) Non-Passivizable,Steam was spewed by the geyser,The geyser spewed steam,-26.934396743774414,-28.186660766601562,1.2522640228271484
spew,V470,1b,(e) Non-Passivizable,Steam was spewed by the geyser,The geyser spewed steam,-26.934396743774414,-28.186660766601562,1.2522640228271484
"serve (i.e., be enough food for)",V451,2a,(e) Non-Passivizable,Ten people were served by the stew,The stew served ten people,-27.884967803955078,-24.982040405273438,-2.9029273986816406
"serve (i.e., be enough food for)",V451,2b,(e) Non-Passivizable,Ten people were served by the stew,The stew served ten people,-27.884967803955078,-24.982040405273438,-2.9029273986816406
play,V085,2b,(a) Agent-Patient,The DVD was played by Wendy,Wendy played the DVD,-23.00901985168457,-30.32973861694336,7.320718765258789
crease,V134,2a,(a) Agent-Patient,The T-shirt was creased by Wendy,Wendy creased the T-shirt,-26.21626853942871,-35.71007537841797,9.493806838989258
justify,V408,2a,(d) Other Passivizable,The action was justified by Wendy,Wendy justified the action,-21.899261474609375,-27.810001373291016,5.910739898681641
confirm,V413,2b,(d) Other Passivizable,The allegation was confirmed by Wendy,Wendy confirmed the allegation,-20.263662338256836,-29.396631240844727,9.13296890258789
imply,V416,2a,(d) Other Passivizable,The answer was implied by Wendy,Wendy implied the answer,-21.23101806640625,-30.005512237548828,8.774494171142578
memorize,V038,2a,(a) Agent-Patient,The answer was memorized by Wendy,Wendy memorized the answer,-22.40923309326172,-32.50267791748047,10.09344482421875
mumble,V095,2a,(a) Agent-Patient,The answer was mumbled by Wendy,Wendy mumbled the answer,-23.79338836669922,-33.055416107177734,9.262027740478516
stammer,V100,2b,(a) Agent-Patient,The answer was stammered by Wendy,Wendy stammered the answer,-22.37860870361328,-32.715824127197266,10.337215423583984
assert,V412,2a,(d) Other Passivizable,The argument was asserted by Wendy,Wendy asserted the argument,-22.05360984802246,-31.890457153320312,9.836847305297852
commence,V148,2a,(a) Agent-Patient,The argument was commenced by Wendy,Wendy commenced the argument,-22.823150634765625,-32.196842193603516,9.37369155883789
"head (i.e., be at the top of)",V431,2a,(d) Other Passivizable,The article was headed by the picture,The picture headed the article,-24.46978187561035,-26.40909194946289,1.939310073852539
"head (i.e., be at the top of)",V431,2b,(d) Other Passivizable,The article was headed by the picture,The picture headed the article,-24.46978187561035,-26.40909194946289,1.939310073852539
type,V065,2a,(a) Agent-Patient,The article was typed by Wendy,Wendy typed the article,-21.460180282592773,-32.04328155517578,10.583101272583008
beat,V077,2b,(a) Agent-Patient,The batter was beaten by Wendy,Wendy beat the batter,-20.70771026611328,-29.725255966186523,9.017545700073242
unlock,V058,2b,(a) Agent-Patient,The bike was unlocked by Wendy,Wendy unlocked the bike,-21.482131958007812,-31.252208709716797,9.770076751708984
"total (i.e., add up to)",V440,1a,(e) Non-Passivizable,£50 was totalled by the bill,The bill totalled £50,-26.938983917236328,-27.443531036376953,0.504547119140625
"total (i.e., add up to)",V440,1b,(e) Non-Passivizable,£50 was totalled by the bill,The bill totalled £50,-26.938983917236328,-27.443531036376953,0.504547119140625
munch,V110,2b,(a) Agent-Patient,The biscuit was munched by Wendy,Wendy munched the biscuit,-25.141435623168945,-35.024078369140625,9.88264274597168
pot,V018,2a,(a) Agent-Patient,The black-ball was potted by Wendy,Wendy potted the black-ball,-25.876678466796875,-35.3704833984375,9.493804931640625
row,V031,2b,(a) Agent-Patient,The boat was rowed by Wendy,Wendy rowed the boat,-23.18748664855957,-31.622581481933594,8.435094833374023
earn,V034,2b,(a) Agent-Patient,The bonus was earned by Wendy,Wendy earned the bonus,-20.831401824951172,-29.556438446044922,8.72503662109375
cost,V442,1a,(e) Non-Passivizable,£5 was cost by the book,The book cost £5,-25.139196395874023,-24.16902732849121,-0.9701690673828125
cost,V442,1b,(e) Non-Passivizable,£5 was cost by the book,The book cost £5,-25.139196395874023,-24.16902732849121,-0.9701690673828125
buy,V033,2a,(a) Agent-Patient,The book was bought by Wendy,Wendy bought the book,-19.179386138916016,-27.583324432373047,8.403938293457031
lace,V050,2a,(a) Agent-Patient,The boot was laced by Wendy,Wendy laced the boot,-23.13895606994629,-33.425045013427734,10.286088943481445
grip,V040,2b,(a) Agent-Patient,The bottle was gripped by Wendy,Wendy gripped the bottle,-21.170412063598633,-31.993511199951172,10.823099136352539
tie,V054,2a,(a) Agent-Patient,The bow was tied by Wendy,Wendy tied the bow,-20.954421997070312,-29.664081573486328,8.709659576416016
chip,V126,2b,(a) Agent-Patient,The bowl was chipped by Wendy,Wendy chipped the bowl,-22.302776336669922,-33.0906867980957,10.787910461425781
get,V405,2a,(d) Other Passivizable,The box was got by Wendy,Wendy got the box,-18.351173400878906,-31.10997772216797,12.758804321289062
bend,V135,2b,(a) Agent-Patient,The branch was bent by Wendy,Wendy bent the branch,-21.591445922851562,-31.64320182800293,10.051755905151367
bake,V137,2a,(a) Agent-Patient,The bread was baked by Wendy,Wendy baked the bread,-22.887428283691406,-32.66981506347656,9.782386779785156
knead,V076,2a,(a) Agent-Patient,The bread was kneaded by Wendy,Wendy kneaded the bread,-24.07530403137207,-33.85769271850586,9.782388687133789
gobble,V115,2a,(a) Agent-Patient,The breakfast was gobbled by Wendy,Wendy gobbled the breakfast,-24.024375915527344,-33.325130462646484,9.30075454711914
span,V432,1a,(d) Other Passivizable,The crater was spanned by the bridge,The bridge spanned the crater,-27.886762619018555,-32.64669418334961,4.759931564331055
span,V432,1b,(d) Other Passivizable,The crater was spanned by the bridge,The bridge spanned the crater,-27.886762619018555,-32.64669418334961,4.759931564331055
pop,V145,2a,(a) Agent-Patient,The bubble-wrap was popped by Wendy,Wendy popped the bubble-wrap,-25.080127716064453,-34.57393264770508,9.493804931640625
slice,V048,2a,(a) Agent-Patient,The cake was sliced by Wendy,Wendy sliced the cake,-22.966711044311523,-31.700990676879883,8.73427963256836
cost,V442,2a,(e) Non-Passivizable,£500 was cost by the car,The car cost £500,-25.265111923217773,-24.612598419189453,-0.6525135040283203
cost,V442,2b,(e) Non-Passivizable,£500 was cost by the car,The car cost £500,-25.265111923217773,-24.612598419189453,-0.6525135040283203
drive,V030,2a,(a) Agent-Patient,The car was driven by Wendy,Wendy drove the car,-18.30817413330078,-26.97715187072754,8.668977737426758
lock,V051,2b,(a) Agent-Patient,The car was locked by Wendy,Wendy locked the car,-20.945491790771484,-29.84444236755371,8.898950576782227
staple,V053,2b,(a) Agent-Patient,The card was stapled by Wendy,Wendy stapled the card,-21.983760833740234,-32.545982360839844,10.56222152709961
zip,V055,2b,(a) Agent-Patient,The cardigan was zipped by Wendy,Wendy zipped the cardigan,-25.59320640563965,-35.087013244628906,9.493806838989258
